Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms),Start datetime,End datetime
137878805,2024-03-14,962,"Stamford Street, South Bank",2024-03-14,960,"Hop Exchange, The Borough",59521,CLASSIC,6m 33s,393069,2024-03-14 14:53:00,2024-03-14 14:59:00
137878807,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,1011,"Argyle Street, Kings Cross",13682,CLASSIC,3m 41s,221397,2024-03-14 14:53:00,2024-03-14 14:57:00
137878772,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,969,"Gower Place , Euston",51375,CLASSIC,5m 9s,309704,2024-03-14 14:51:00,2024-03-14 14:56:00
137878687,2024-03-14,984,"Finsbury Circus, Liverpool Street",2024-03-14,989,"Murray Grove , Hoxton",55324,CLASSIC,8m 13s,493588,2024-03-14 14:47:00,2024-03-14 14:55:00
137878620,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,981,"British Museum, Bloomsbury",21496,CLASSIC,2m 7s,127758,2024-03-14 14:45:00,2024-03-14 14:47:00
137878621,2024-03-14,982,"Holborn Circus, Holborn",2024-03-14,967,"Golden Lane, Barbican",55615,CLASSIC,5m 44s,344512,2024-03-14 14:45:00,2024-03-14 14:51:00
137878551,2024-03-14,974,"Guilford Street , Bloomsbury",2024-03-14,981,"British Museum, Bloomsbury",56820,CLASSIC,4m 33s,273054,2024-03-14 14:40:00,2024-03-14 14:45:00
137878366,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,1010,"Cartwright Gardens , Bloomsbury",20919,CLASSIC,10m 17s,617471,2024-03-14 14:31:00,2024-03-14 14:41:00
137878362,2024-03-14,980,"Malet Street, Bloomsbury",2024-03-14,974,"Guilford Street , Bloomsbury",51128,CLASSIC,4m 42s,282530,2024-03-14 14:31:00,2024-03-14 14:35:00
137878287,2024-03-14,999,"Queen Street 1, Bank",2024-03-14,983,"Euston Road, Euston",54947,CLASSIC,25m 25s,1525188,2024-03-14 14:26:00,2024-03-14 14:52:00
137878274,2024-03-14,996,"Borough High Street, The Borough",2024-03-14,966,"New Kent Road, The Borough",51850,CLASSIC,5m 4s,304522,2024-03-14 14:25:00,2024-03-14 14:30:00
137877996,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,995,"Little Argyll Street, West End",56637,CLASSIC,11m 26s,686668,2024-03-14 14:12:00,2024-03-14 14:23:00
137877991,2024-03-14,966,"New Kent Road, The Borough",2024-03-14,996,"Borough High Street, The Borough",51850,CLASSIC,3m 59s,239917,2024-03-14 14:12:00,2024-03-14 14:16:00
137877968,2024-03-14,984,"Finsbury Circus, Liverpool Street",2024-03-14,979,"Wenlock Road , Hoxton",55310,CLASSIC,8m 23s,503252,2024-03-14 14:10:00,2024-03-14 14:19:00
137877859,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,982,"Holborn Circus, Holborn",52776,CLASSIC,9m 32s,572977,2024-03-14 14:05:00,2024-03-14 14:14:00
137877801,2024-03-14,984,"Finsbury Circus, Liverpool Street",2024-03-14,1005,"Eversholt Street , Camden Town",50704,CLASSIC,30m 38s,1838707,2024-03-14 14:02:00,2024-03-14 14:33:00
137877749,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,975,"Theobald's Road , Holborn",54742,CLASSIC,7m 36s,456307,2024-03-14 14:00:00,2024-03-14 14:07:00
137877754,2024-03-14,1010,"Cartwright Gardens , Bloomsbury",2024-03-14,1009,"Taviton Street, Bloomsbury",59648,CLASSIC,4m 49s,289103,2024-03-14 14:00:00,2024-03-14 14:05:00
137877756,2024-03-14,1009,"Taviton Street, Bloomsbury",2024-03-14,978,"Russell Square Station, Bloomsbury",57672,CLASSIC,2m 51s,171312,2024-03-14 14:00:00,2024-03-14 14:03:00
137877614,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,1009,"Taviton Street, Bloomsbury",57672,CLASSIC,4m 37s,277390,2024-03-14 13:52:00,2024-03-14 13:57:00
137877440,2024-03-14,959,"Milroy Walk, South Bank",2024-03-14,1011,"Argyle Street, Kings Cross",53069,CLASSIC,14m 34s,874572,2024-03-14 13:45:00,2024-03-14 14:00:00
137877417,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,1007,"Drury Lane, Covent Garden",22270,CLASSIC,12m 36s,756888,2024-03-14 13:44:00,2024-03-14 13:56:00
137877380,2024-03-14,974,"Guilford Street , Bloomsbury",2024-03-14,980,"Malet Street, Bloomsbury",53880,CLASSIC,5m 42s,342689,2024-03-14 13:42:00,2024-03-14 13:47:00
137877381,2024-03-14,974,"Guilford Street , Bloomsbury",2024-03-14,969,"Gower Place , Euston",59518,CLASSIC,7m 50s,470890,2024-03-14 13:42:00,2024-03-14 13:50:00
137877387,2024-03-14,983,"Euston Road, Euston",2024-03-14,1007,"Drury Lane, Covent Garden",59378,CLASSIC,11m 17s,677091,2024-03-14 13:42:00,2024-03-14 13:53:00
137877293,2024-03-14,960,"Hop Exchange, The Borough",2024-03-14,994,"Tanner Street, Bermondsey",52136,CLASSIC,5m 4s,304016,2024-03-14 13:37:00,2024-03-14 13:42:00
137877175,2024-03-14,986,"Finsbury Library , Finsbury",2024-03-14,964,"Bath Street, St. Luke's",55267,CLASSIC,6m 35s,395724,2024-03-14 13:31:00,2024-03-14 13:38:00
137877021,2024-03-14,963,"Bankside Mix, Bankside",2024-03-14,960,"Hop Exchange, The Borough",54068,CLASSIC,3m 2s,182012,2024-03-14 13:24:00,2024-03-14 13:27:00
137876968,2024-03-14,995,"Little Argyll Street, West End",2024-03-14,990,"Cotton Garden Estate, Kennington",51307,CLASSIC,15m 19s,919494,2024-03-14 13:21:00,2024-03-14 13:36:00
137876970,2024-03-14,1007,"Drury Lane, Covent Garden",2024-03-14,968,"Warwick Row, Westminster",55889,CLASSIC,14m 3s,843486,2024-03-14 13:21:00,2024-03-14 13:35:00
137876836,2024-03-14,1003,"Chapel Place, Marylebone",2024-03-14,981,"British Museum, Bloomsbury",55382,CLASSIC,11m 51s,711840,2024-03-14 13:14:00,2024-03-14 13:26:00
137876801,2024-03-14,994,"Tanner Street, Bermondsey",2024-03-14,999,"Queen Street 1, Bank",52615,CLASSIC,6m 5s,365642,2024-03-14 13:13:00,2024-03-14 13:19:00
137876768,2024-03-14,969,"Gower Place , Euston",2024-03-14,980,"Malet Street, Bloomsbury",56140,CLASSIC,2m 52s,172507,2024-03-14 13:11:00,2024-03-14 13:14:00
137876690,2024-03-14,985,"Hatton Garden, Holborn",2024-03-14,992,"St. John Street, Finsbury",53294,CLASSIC,5m 40s,340146,2024-03-14 13:07:00,2024-03-14 13:13:00
137876617,2024-03-14,994,"Tanner Street, Bermondsey",2024-03-14,960,"Hop Exchange, The Borough",15294,CLASSIC,5m 25s,325216,2024-03-14 13:03:00,2024-03-14 13:09:00
137876546,2024-03-14,986,"Finsbury Library , Finsbury",2024-03-14,982,"Holborn Circus, Holborn",55534,CLASSIC,18m 23s,1103673,2024-03-14 12:58:00,2024-03-14 13:17:00
137876494,2024-03-14,1005,"Eversholt Street , Camden Town",2024-03-14,969,"Gower Place , Euston",52120,CLASSIC,5m 38s,338615,2024-03-14 12:56:00,2024-03-14 13:01:00
137876500,2024-03-14,960,"Hop Exchange, The Borough",2024-03-14,962,"Stamford Street, South Bank",23514,CLASSIC,5m 11s,311233,2024-03-14 12:56:00,2024-03-14 13:01:00
137876255,2024-03-14,959,"Milroy Walk, South Bank",2024-03-14,960,"Hop Exchange, The Borough",57201,CLASSIC,4m 22s,262165,2024-03-14 12:44:00,2024-03-14 12:49:00
137876216,2024-03-14,999,"Queen Street 1, Bank",2024-03-14,972,"Hampstead Road, Euston",57078,CLASSIC,23m 46s,1426786,2024-03-14 12:42:00,2024-03-14 13:06:00
137876178,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,981,"British Museum, Bloomsbury",21496,CLASSIC,47s,47771,2024-03-14 12:40:00,2024-03-14 12:41:00
137876138,2024-03-14,984,"Finsbury Circus, Liverpool Street",2024-03-14,973,"Bethnal Green Road, Shoreditch",50858,CLASSIC,5m 2s,302388,2024-03-14 12:38:00,2024-03-14 12:43:00
137876055,2024-03-14,974,"Guilford Street , Bloomsbury",2024-03-14,980,"Malet Street, Bloomsbury",51128,CLASSIC,4m 30s,270911,2024-03-14 12:33:00,2024-03-14 12:38:00
137876001,2024-03-14,999,"Queen Street 1, Bank",2024-03-14,971,"Godliman Street, St. Paul's",56466,CLASSIC,2m 25s,145298,2024-03-14 12:30:00,2024-03-14 12:33:00
137875988,2024-03-14,980,"Malet Street, Bloomsbury",2024-03-14,1004,"Doric Way , Somers Town",55007,CLASSIC,4m 50s,290611,2024-03-14 12:30:00,2024-03-14 12:34:00
137875959,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,988,"Great Russell Street, Bloomsbury",50469,CLASSIC,12m 15s,735253,2024-03-14 12:28:00,2024-03-14 12:40:00
137875957,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,968,"Warwick Row, Westminster",55328,CLASSIC,25m 18s,1518438,2024-03-14 12:28:00,2024-03-14 12:53:00
137875905,2024-03-14,994,"Tanner Street, Bermondsey",2024-03-14,962,"Stamford Street, South Bank",52380,CLASSIC,10m 26s,626596,2024-03-14 12:24:00,2024-03-14 12:35:00
137875838,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,981,"British Museum, Bloomsbury",21496,CLASSIC,3m 43s,223057,2024-03-14 12:21:00,2024-03-14 12:25:00
137875779,2024-03-14,980,"Malet Street, Bloomsbury",2024-03-14,981,"British Museum, Bloomsbury",55328,CLASSIC,2m 43s,163047,2024-03-14 12:17:00,2024-03-14 12:20:00
137875748,2024-03-14,968,"Warwick Row, Westminster",2024-03-14,965,"Tachbrook Street, Victoria",20623,CLASSIC,4m 4s,244414,2024-03-14 12:16:00,2024-03-14 12:20:00
137875735,2024-03-14,992,"St. John Street, Finsbury",2024-03-14,985,"Hatton Garden, Holborn",53294,CLASSIC,5m 59s,359236,2024-03-14 12:15:00,2024-03-14 12:21:00
137875654,2024-03-14,971,"Godliman Street, St. Paul's",2024-03-14,984,"Finsbury Circus, Liverpool Street",59442,CLASSIC,9m 49s,589660,2024-03-14 12:12:00,2024-03-14 12:22:00
137875638,2024-03-14,998,"Lollard Street, Vauxhall",2024-03-14,998,"Lollard Street, Vauxhall",22474,CLASSIC,7s,7196,2024-03-14 12:11:00,2024-03-14 12:11:00
137875624,2024-03-14,1000,"Vauxhall Cross, Vauxhall",2024-03-14,1000,"Vauxhall Cross, Vauxhall",55100,CLASSIC,48m 41s,2921182,2024-03-14 12:10:00,2024-03-14 12:58:00
137875524,2024-03-14,982,"Holborn Circus, Holborn",2024-03-14,984,"Finsbury Circus, Liverpool Street",53554,CLASSIC,5m 13s,313000,2024-03-14 12:06:00,2024-03-14 12:11:00
137875485,2024-03-14,990,"Cotton Garden Estate, Kennington",2024-03-14,962,"Stamford Street, South Bank",51256,CLASSIC,8m 1s,481189,2024-03-14 12:03:00,2024-03-14 12:11:00
137875445,2024-03-14,975,"Theobald's Road , Holborn",2024-03-14,980,"Malet Street, Bloomsbury",54161,CLASSIC,5m 43s,343853,2024-03-14 12:01:00,2024-03-14 12:07:00
137875428,2024-03-14,974,"Guilford Street , Bloomsbury",2024-03-14,964,"Bath Street, St. Luke's",41394,CLASSIC,10m 43s,643812,2024-03-14 12:00:00,2024-03-14 12:11:00
137875368,2024-03-14,964,"Bath Street, St. Luke's",2024-03-14,974,"Guilford Street , Bloomsbury",59518,CLASSIC,9m 56s,596503,2024-03-14 11:57:00,2024-03-14 12:07:00
137875316,2024-03-14,1008,"Hatton Wall, Holborn",2024-03-14,967,"Golden Lane, Barbican",54080,CLASSIC,5m 30s,330491,2024-03-14 11:54:00,2024-03-14 11:59:00
137875272,2024-03-14,1009,"Taviton Street, Bloomsbury",2024-03-14,1005,"Eversholt Street , Camden Town",52120,CLASSIC,3m 55s,235818,2024-03-14 11:52:00,2024-03-14 11:56:00
137875242,2024-03-14,996,"Borough High Street, The Borough",2024-03-14,960,"Hop Exchange, The Borough",52849,CLASSIC,2m 50s,170947,2024-03-14 11:50:00,2024-03-14 11:53:00
137875191,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,1007,"Drury Lane, Covent Garden",55049,CLASSIC,12m 25s,745137,2024-03-14 11:47:00,2024-03-14 12:00:00
137875082,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,974,"Guilford Street , Bloomsbury",59946,CLASSIC,6m 47s,407410,2024-03-14 11:41:00,2024-03-14 11:48:00
137875088,2024-03-14,990,"Cotton Garden Estate, Kennington",2024-03-14,975,"Theobald's Road , Holborn",40286,CLASSIC,15m 59s,959843,2024-03-14 11:41:00,2024-03-14 11:57:00
137875011,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,1011,"Argyle Street, Kings Cross",40638,CLASSIC,3m 27s,207480,2024-03-14 11:37:00,2024-03-14 11:40:00
137874981,2024-03-14,965,"Tachbrook Street, Victoria",2024-03-14,965,"Tachbrook Street, Victoria",55757,CLASSIC,5m 5s,305663,2024-03-14 11:35:00,2024-03-14 11:40:00
137874930,2024-03-14,1010,"Cartwright Gardens , Bloomsbury",2024-03-14,975,"Theobald's Road , Holborn",58307,CLASSIC,6m 11s,371739,2024-03-14 11:31:00,2024-03-14 11:37:00
137874932,2024-03-14,967,"Golden Lane, Barbican",2024-03-14,999,"Queen Street 1, Bank",55909,CLASSIC,8m 39s,519484,2024-03-14 11:31:00,2024-03-14 11:40:00
137874742,2024-03-14,979,"Wenlock Road , Hoxton",2024-03-14,982,"Holborn Circus, Holborn",52840,CLASSIC,11m 43s,703242,2024-03-14 11:16:00,2024-03-14 11:27:00
137874655,2024-03-14,980,"Malet Street, Bloomsbury",2024-03-14,1008,"Hatton Wall, Holborn",52884,CLASSIC,9m 16s,556387,2024-03-14 11:10:00,2024-03-14 11:19:00
137874502,2024-03-14,1005,"Eversholt Street , Camden Town",2024-03-14,1009,"Taviton Street, Bloomsbury",30720,CLASSIC,4m 56s,296320,2024-03-14 10:59:00,2024-03-14 11:04:00
137874510,2024-03-14,969,"Gower Place , Euston",2024-03-14,961,"Union Street, The Borough",59924,CLASSIC,15m 15s,915195,2024-03-14 10:59:00,2024-03-14 11:15:00
137874445,2024-03-14,995,"Little Argyll Street, West End",2024-03-14,1008,"Hatton Wall, Holborn",54414,CLASSIC,12m 20s,740440,2024-03-14 10:56:00,2024-03-14 11:08:00
137874390,2024-03-14,970,"Scala Street, Fitzrovia",2024-03-14,970,"Scala Street, Fitzrovia",58330,CLASSIC,22m 17s,1337029,2024-03-14 10:52:00,2024-03-14 11:14:00
137874335,2024-03-14,984,"Finsbury Circus, Liverpool Street",2024-03-14,971,"Godliman Street, St. Paul's",59931,CLASSIC,7m 19s,439122,2024-03-14 10:49:00,2024-03-14 10:57:00
137874341,2024-03-14,968,"Warwick Row, Westminster",2024-03-14,965,"Tachbrook Street, Victoria",50864,CLASSIC,4m 16s,256538,2024-03-14 10:49:00,2024-03-14 10:54:00
137874280,2024-03-14,981,"British Museum, Bloomsbury",2024-03-14,1009,"Taviton Street, Bloomsbury",50625,CLASSIC,16m 7s,967326,2024-03-14 10:46:00,2024-03-14 11:02:00
137874161,2024-03-14,992,"St. John Street, Finsbury",2024-03-14,985,"Hatton Garden, Holborn",52009,CLASSIC,6m 40s,400025,2024-03-14 10:40:00,2024-03-14 10:47:00
137874049,2024-03-14,1009,"Taviton Street, Bloomsbury",2024-03-14,978,"Russell Square Station, Bloomsbury",22912,CLASSIC,2m 41s,161860,2024-03-14 10:34:00,2024-03-14 10:37:00
137874034,2024-03-14,964,"Bath Street, St. Luke's",2024-03-14,967,"Golden Lane, Barbican",15427,CLASSIC,3m 47s,227169,2024-03-14 10:33:00,2024-03-14 10:37:00
137873966,2024-03-14,992,"St. John Street, Finsbury",2024-03-14,973,"Bethnal Green Road, Shoreditch",53398,CLASSIC,17m 41s,1061855,2024-03-14 10:29:00,2024-03-14 10:47:00
137873938,2024-03-14,970,"Scala Street, Fitzrovia",2024-03-14,992,"St. John Street, Finsbury",53294,CLASSIC,14m 59s,899786,2024-03-14 10:28:00,2024-03-14 10:43:00
137873818,2024-03-14,1004,"Doric Way , Somers Town",2024-03-14,982,"Holborn Circus, Holborn",56343,CLASSIC,9m 32s,572424,2024-03-14 10:21:00,2024-03-14 10:30:00
137873773,2024-03-14,1004,"Doric Way , Somers Town",2024-03-14,982,"Holborn Circus, Holborn",58412,CLASSIC,9m 59s,599687,2024-03-14 10:19:00,2024-03-14 10:29:00
137873729,2024-03-14,964,"Bath Street, St. Luke's",2024-03-14,979,"Wenlock Road , Hoxton",52519,CLASSIC,2m 29s,149710,2024-03-14 10:16:00,2024-03-14 10:19:00
137873705,2024-03-14,991,"Crosswall, Tower",2024-03-14,972,"Hampstead Road, Euston",59995,CLASSIC,24m 42s,1482497,2024-03-14 10:15:00,2024-03-14 10:40:00
137873687,2024-03-14,988,"Great Russell Street, Bloomsbury",2024-03-14,969,"Gower Place , Euston",58629,CLASSIC,5m 11s,311887,2024-03-14 10:14:00,2024-03-14 10:19:00
137873654,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,974,"Guilford Street , Bloomsbury",30454,CLASSIC,4m 33s,273192,2024-03-14 10:12:00,2024-03-14 10:16:00
137873662,2024-03-14,980,"Malet Street, Bloomsbury",2024-03-14,980,"Malet Street, Bloomsbury",22288,CLASSIC,8s,8861,2024-03-14 10:12:00,2024-03-14 10:13:00
137873555,2024-03-14,967,"Golden Lane, Barbican",2024-03-14,975,"Theobald's Road , Holborn",59133,CLASSIC,6m 26s,386264,2024-03-14 10:07:00,2024-03-14 10:14:00
137873503,2024-03-14,998,"Lollard Street, Vauxhall",2024-03-14,970,"Scala Street, Fitzrovia",41822,CLASSIC,20m 23s,1223313,2024-03-14 10:04:00,2024-03-14 10:25:00
137873402,2024-03-14,998,"Lollard Street, Vauxhall",2024-03-14,981,"British Museum, Bloomsbury",50625,CLASSIC,39m 59s,2399702,2024-03-14 09:59:00,2024-03-14 10:39:00
137873384,2024-03-14,964,"Bath Street, St. Luke's",2024-03-14,964,"Bath Street, St. Luke's",52965,CLASSIC,54s,54421,2024-03-14 09:58:00,2024-03-14 09:59:00
137873318,2024-03-14,983,"Euston Road, Euston",2024-03-14,1008,"Hatton Wall, Holborn",22907,CLASSIC,13m 18s,798695,2024-03-14 09:56:00,2024-03-14 10:09:00
137873306,2024-03-14,965,"Tachbrook Street, Victoria",2024-03-14,999,"Queen Street 1, Bank",58530,CLASSIC,17m 34s,1054934,2024-03-14 09:55:00,2024-03-14 10:13:00
137873102,2024-03-14,1010,"Cartwright Gardens , Bloomsbury",2024-03-14,1009,"Taviton Street, Bloomsbury",14856,CLASSIC,3m 15s,195195,2024-03-14 09:47:00,2024-03-14 09:50:00
137873066,2024-03-14,999,"Queen Street 1, Bank",2024-03-14,986,"Finsbury Library , Finsbury",21142,CLASSIC,10m 54s,654500,2024-03-14 09:46:00,2024-03-14 09:56:00
137872838,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,974,"Guilford Street , Bloomsbury",56962,CLASSIC,1m 21s,81546,2024-03-14 09:37:00,2024-03-14 09:39:00
137872854,2024-03-14,986,"Finsbury Library , Finsbury",2024-03-14,970,"Scala Street, Fitzrovia",35570,CLASSIC,16m 25s,985795,2024-03-14 09:38:00,2024-03-14 09:54:00
137872812,2024-03-14,969,"Gower Place , Euston",2024-03-14,978,"Russell Square Station, Bloomsbury",51397,CLASSIC,6m 17s,377586,2024-03-14 09:36:00,2024-03-14 09:42:00
137872791,2024-03-14,972,"Hampstead Road, Euston",2024-03-14,991,"Crosswall, Tower",59856,CLASSIC,19m 43s,1183693,2024-03-14 09:35:00,2024-03-14 09:55:00
137872797,2024-03-14,994,"Tanner Street, Bermondsey",2024-03-14,999,"Queen Street 1, Bank",53598,CLASSIC,6m 14s,374064,2024-03-14 09:36:00,2024-03-14 09:42:00
137872695,2024-03-14,967,"Golden Lane, Barbican",2024-03-14,1009,"Taviton Street, Bloomsbury",59661,CLASSIC,18m 47s,1127091,2024-03-14 09:32:00,2024-03-14 09:51:00
137872540,2024-03-14,1004,"Doric Way , Somers Town",2024-03-14,1005,"Eversholt Street , Camden Town",54339,CLASSIC,1m 57s,117089,2024-03-14 09:27:00,2024-03-14 09:29:00
137872511,2024-03-14,1004,"Doric Way , Somers Town",2024-03-14,982,"Holborn Circus, Holborn",51819,CLASSIC,11m 4s,664982,2024-03-14 09:26:00,2024-03-14 09:37:00
137872513,2024-03-14,990,"Cotton Garden Estate, Kennington",2024-03-14,1004,"Doric Way , Somers Town",56343,CLASSIC,21m 26s,1286854,2024-03-14 09:26:00,2024-03-14 09:47:00
137872494,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,972,"Hampstead Road, Euston",23689,CLASSIC,5m 57s,357195,2024-03-14 09:25:00,2024-03-14 09:31:00
137872454,2024-03-14,973,"Bethnal Green Road, Shoreditch",2024-03-14,1007,"Drury Lane, Covent Garden",53898,CLASSIC,18m 33s,1113570,2024-03-14 09:24:00,2024-03-14 09:43:00
137872420,2024-03-14,978,"Russell Square Station, Bloomsbury",2024-03-14,1004,"Doric Way , Somers Town",21337,CLASSIC,5m 29s,329416,2024-03-14 09:23:00,2024-03-14 09:29:00
137872372,2024-03-14,962,"Stamford Street, South Bank",2024-03-14,963,"Bankside Mix, Bankside",55024,CLASSIC,4m 25s,265323,2024-03-14 09:22:00,2024-03-14 09:26:00
137872322,2024-03-14,989,"Murray Grove , Hoxton",2024-03-14,964,"Bath Street, St. Luke's",35470,CLASSIC,10m 57s,657646,2024-03-14 09:20:00,2024-03-14 09:31:00
137872285,2024-03-14,1000,"Vauxhall Cross, Vauxhall",2024-03-14,962,"Stamford Street, South Bank",52040,CLASSIC,11m 57s,717599,2024-03-14 09:19:00,2024-03-14 09:31:00
137872128,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,970,"Scala Street, Fitzrovia",53294,CLASSIC,8m 32s,512981,2024-03-14 09:15:00,2024-03-14 09:23:00
137872135,2024-03-14,1004,"Doric Way , Somers Town",2024-03-14,984,"Finsbury Circus, Liverpool Street",41023,CLASSIC,14m 21s,861325,2024-03-14 09:15:00,2024-03-14 09:29:00
137872138,2024-03-14,962,"Stamford Street, South Bank",2024-03-14,986,"Finsbury Library , Finsbury",16534,CLASSIC,11m 17s,677588,2024-03-14 09:15:00,2024-03-14 09:27:00
137872069,2024-03-14,1009,"Taviton Street, Bloomsbury",2024-03-14,984,"Finsbury Circus, Liverpool Street",57387,CLASSIC,16m 18s,978572,2024-03-14 09:13:00,2024-03-14 09:29:00
137871844,2024-03-14,962,"Stamford Street, South Bank",2024-03-14,985,"Hatton Garden, Holborn",41003,CLASSIC,7m 49s,469321,2024-03-14 09:07:00,2024-03-14 09:15:00
137871797,2024-03-14,973,"Bethnal Green Road, Shoreditch",2024-03-14,967,"Golden Lane, Barbican",59133,CLASSIC,18m 8s,1088719,2024-03-14 09:06:00,2024-03-14 09:24:00
137871698,2024-03-14,970,"Scala Street, Fitzrovia",2024-03-14,1003,"Chapel Place, Marylebone",56175,CLASSIC,4m 31s,271138,2024-03-14 09:04:00,2024-03-14 09:08:00
137871717,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,988,"Great Russell Street, Bloomsbury",22468,CLASSIC,6m 36s,396608,2024-03-14 09:04:00,2024-03-14 09:11:00
137871662,2024-03-14,979,"Wenlock Road , Hoxton",2024-03-14,997,"Worship Street, Shoreditch",57371,CLASSIC,7m 43s,463749,2024-03-14 09:03:00,2024-03-14 09:11:00
137871601,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,974,"Guilford Street , Bloomsbury",41843,CLASSIC,4m 38s,278104,2024-03-14 09:02:00,2024-03-14 09:06:00
137871443,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,970,"Scala Street, Fitzrovia",21429,CLASSIC,11m 35s,695664,2024-03-14 08:58:00,2024-03-14 09:10:00
137871379,2024-03-14,1011,"Argyle Street, Kings Cross",2024-03-14,1007,"Drury Lane, Covent Garden",52865,CLASSIC,11m 29s,689327,2024-03-14 08:57:00,2024-03-14 09:09:00
137871302,2024-03-14,969,"Gower Place , Euston",2024-03-14,991,"Crosswall, Tower",59444,CLASSIC,23m 19s,1399506,2024-03-14 08:56:00,2024-03-14 09:19:00
137871310,2024-03-14,1008,"Hatton Wall, Holborn",2024-03-14,985,"Hatton Garden, Holborn",30557,CLASSIC,1m 31s,91421,2024-03-14 08:56:00,2024-03-14 08:57:00
