Origin,Destination,Distance_km
"Cotton Garden Estate, Kennington","Finsbury Circus, Liverpool Street",3.2266
"Cotton Garden Estate, Kennington","Finsbury Library , Finsbury",4.001
"Cotton Garden Estate, Kennington","Godliman Street, St. Paul's",2.4665
"Cotton Garden Estate, Kennington","Golden Lane, Barbican",3.5422
"Cotton Garden Estate, Kennington","Gower Place , Euston",4.3222
"Cotton Garden Estate, Kennington","Great Russell Street, Bloomsbury",3.3487
"Cotton Garden Estate, Kennington","Guilford Street , Bloomsbury",3.7489
"Cotton Garden Estate, Kennington","Hampstead Road, Euston",4.4538
"Cotton Garden Estate, Kennington","Hatton Garden, Holborn",3.1232
"Cotton Garden Estate, Kennington","Hatton Wall, Holborn",3.4413
"Cotton Garden Estate, Kennington","Holborn Circus, Holborn",3.028
"Cotton Garden Estate, Kennington","Holy Trinity Brompton, Knightsbridge",4.3895
"Cotton Garden Estate, Kennington","Hop Exchange, The Borough",1.842
"Cotton Garden Estate, Kennington","Little Argyll Street, West End",3.5877
"Cotton Garden Estate, Kennington","Lollard Street, Vauxhall",0.6411
"Cotton Garden Estate, Kennington","Longford Street, The Regent's Park",4.6728
"Cotton Garden Estate, Kennington","Malet Street, Bloomsbury",3.8219
"Cotton Garden Estate, Kennington","Milroy Walk, South Bank",1.8332
"Cotton Garden Estate, Kennington","Murray Grove , Hoxton",4.607
"Cotton Garden Estate, Kennington","New Kent Road, The Borough",1.014
"Cotton Garden Estate, Kennington","Queen Street 1, Bank",2.491
"Cotton Garden Estate, Kennington","Russell Square Station, Bloomsbury",3.8349
"Cotton Garden Estate, Kennington","Scala Street, Fitzrovia",3.8394
"Cotton Garden Estate, Kennington","St. John Street, Finsbury",4.1826
"Cotton Garden Estate, Kennington","Stamford Street, South Bank",1.687
"Cotton Garden Estate, Kennington","Tachbrook Street, Victoria",2.2234
"Cotton Garden Estate, Kennington","Tanner Street, Bermondsey",2.2119
"Cotton Garden Estate, Kennington","Taviton Street, Bloomsbury",4.1827
"Cotton Garden Estate, Kennington","Theobald's Road , Holborn",3.3946
"Cotton Garden Estate, Kennington","Union Street, The Borough",1.5365
"Cotton Garden Estate, Kennington","Vauxhall Cross, Vauxhall",1.3669
"Cotton Garden Estate, Kennington","Warwick Row, Westminster",2.661
"Cotton Garden Estate, Kennington","Wenlock Road , Hoxton",4.5556
"Cotton Garden Estate, Kennington","West Cromwell Road, Earl's Court",6.3753
"Cotton Garden Estate, Kennington","Worship Street, Shoreditch",3.9028
"Crosswall, Tower","Argyle Street, Kings Cross",3.7977
"Crosswall, Tower","Bankside Mix, Bankside",1.7207
"Crosswall, Tower","Bath Street, St. Luke's",1.852
"Crosswall, Tower","Bethnal Green Road, Shoreditch",1.3502
"Crosswall, Tower","Borough High Street, The Borough",1.7087
"Crosswall, Tower","British Museum, Bloomsbury",3.3944
"Crosswall, Tower","Cartwright Gardens , Bloomsbury",3.7581
"Crosswall, Tower","Chapel Place, Marylebone",4.8672
"Crosswall, Tower","Cotton Garden Estate, Kennington",3.0748
"Crosswall, Tower","Crosswall, Tower",0.0
"Crosswall, Tower","Doric Way , Somers Town",4.2689
"Crosswall, Tower","Drummond Street , Euston",4.4369
"Crosswall, Tower","Drury Lane, Covent Garden",3.1407
"Crosswall, Tower","Euston Road, Euston",4.2851
"Crosswall, Tower","Eversholt Street , Camden Town",4.7657
"Crosswall, Tower","Finsbury Circus, Liverpool Street",0.8997
"Crosswall, Tower","Finsbury Library , Finsbury",2.5226
"Crosswall, Tower","Godliman Street, St. Paul's",1.527
"Crosswall, Tower","Golden Lane, Barbican",1.6482
"Crosswall, Tower","Gower Place , Euston",4.2943
"Crosswall, Tower","Great Russell Street, Bloomsbury",3.5762
"Crosswall, Tower","Guilford Street , Bloomsbury",3.2548
"Crosswall, Tower","Hampstead Road, Euston",4.5038
"Crosswall, Tower","Hatton Garden, Holborn",2.2848
"Crosswall, Tower","Hatton Wall, Holborn",2.474
"Crosswall, Tower","Holborn Circus, Holborn",2.2938
"Crosswall, Tower","Holy Trinity Brompton, Knightsbridge",6.556
"Crosswall, Tower","Hop Exchange, The Borough",1.2761
"Crosswall, Tower","Little Argyll Street, West End",4.4615
"Crosswall, Tower","Lollard Street, Vauxhall",3.3437
"Crosswall, Tower","Longford Street, The Regent's Park",4.8878
"Crosswall, Tower","Malet Street, Bloomsbury",3.8555
"Crosswall, Tower","Milroy Walk, South Bank",2.0723
"Crosswall, Tower","Murray Grove , Hoxton",2.3175
"Crosswall, Tower","New Kent Road, The Borough",2.1991
"Crosswall, Tower","Queen Street 1, Bank",1.0947
"Crosswall, Tower","Russell Square Station, Bloomsbury",3.5078
"Crosswall, Tower","Scala Street, Fitzrovia",4.1806
"Crosswall, Tower","St. John Street, Finsbury",2.6689
"Crosswall, Tower","Stamford Street, South Bank",2.4789
"Crosswall, Tower","Tachbrook Street, Victoria",4.7607
"Crosswall, Tower","Tanner Street, Bermondsey",1.2216
"Crosswall, Tower","Taviton Street, Bloomsbury",4.0274
"Crosswall, Tower","Theobald's Road , Holborn",2.9151
"Crosswall, Tower","Union Street, The Borough",1.7209
"Crosswall, Tower","Vauxhall Cross, Vauxhall",4.3468
"Crosswall, Tower","Warwick Row, Westminster",4.8012
"Crosswall, Tower","Wenlock Road , Hoxton",2.4495
"Crosswall, Tower","West Cromwell Road, Earl's Court",8.6188
"Crosswall, Tower","Worship Street, Shoreditch",1.1332
"Doric Way , Somers Town","Argyle Street, Kings Cross",0.5782
"Doric Way , Somers Town","Bankside Mix, Bankside",3.3871
"Doric Way , Somers Town","Bath Street, St. Luke's",2.8828
"Doric Way , Somers Town","Bethnal Green Road, Shoreditch",4.0192
"Doric Way , Somers Town","Borough High Street, The Borough",4.0749
"Doric Way , Somers Town","British Museum, Bloomsbury",1.2045
"Doric Way , Somers Town","Cartwright Gardens , Bloomsbury",0.5138
"Doric Way , Somers Town","Chapel Place, Marylebone",1.8255
"Doric Way , Somers Town","Cotton Garden Estate, Kennington",4.5984
"Doric Way , Somers Town","Crosswall, Tower",4.2689
"Doric Way , Somers Town","Doric Way , Somers Town",0.0
"Doric Way , Somers Town","Drummond Street , Euston",0.3119
"Doric Way , Somers Town","Drury Lane, Covent Garden",1.7108
"Doric Way , Somers Town","Euston Road, Euston",0.3251
"Doric Way , Somers Town","Eversholt Street , Camden Town",0.5603
"Doric Way , Somers Town","Finsbury Circus, Liverpool Street",3.4128
"Doric Way , Somers Town","Finsbury Library , Finsbury",1.9479
"Doric Way , Somers Town","Godliman Street, St. Paul's",2.9245
"Doric Way , Somers Town","Golden Lane, Barbican",2.7296
"Doric Way , Somers Town","Gower Place , Euston",0.4496
"Doric Way , Somers Town","Great Russell Street, Bloomsbury",1.2719
"Doric Way , Somers Town","Guilford Street , Bloomsbury",1.0329
"Doric Way , Somers Town","Hampstead Road, Euston",0.5524
"Doric Way , Somers Town","Hatton Garden, Holborn",2.0116
"Doric Way , Somers Town","Hatton Wall, Holborn",1.795
"Doric Way , Somers Town","Holborn Circus, Holborn",2.032
"Doric Way , Somers Town","Holy Trinity Brompton, Knightsbridge",4.3502
"Doric Way , Somers Town","Hop Exchange, The Borough",3.8845
"Doric Way , Somers Town","Little Argyll Street, West End",1.7156
"Doric Way , Somers Town","Lollard Street, Vauxhall",4.1736
"Doric Way , Somers Town","Longford Street, The Regent's Park",0.8943
"Doric Way , Somers Town","Malet Street, Bloomsbury",0.8053
"Doric Way , Somers Town","Milroy Walk, South Bank",3.0005
"Doric Way , Somers Town","Murray Grove , Hoxton",2.9466
"Doric Way , Somers Town","New Kent Road, The Borough",4.6944
"Doric Way , Somers Town","Queen Street 1, Bank",3.3302
"Doric Way , Somers Town","Russell Square Station, Bloomsbury",0.8239
"Doric Way , Somers Town","Scala Street, Fitzrovia",1.0258
"Doric Way , Somers Town","St. John Street, Finsbury",1.9049
"Doric Way , Somers Town","Stamford Street, South Bank",2.9551
"Doric Way , Somers Town","Tachbrook Street, Victoria",4.1052
"Doric Way , Somers Town","Tanner Street, Bermondsey",4.8586
"Doric Way , Somers Town","Taviton Street, Bloomsbury",0.4273
"Doric Way , Somers Town","Theobald's Road , Holborn",1.4135
"Doric Way , Somers Town","Union Street, The Borough",3.6432
"Doric Way , Somers Town","Vauxhall Cross, Vauxhall",4.8024
"Doric Way , Somers Town","Warwick Row, Westminster",3.508
"Doric Way , Somers Town","Wenlock Road , Hoxton",2.6635
"Doric Way , Somers Town","West Cromwell Road, Earl's Court",6.0104
"Doric Way , Somers Town","Worship Street, Shoreditch",3.728
"Drummond Street , Euston","Argyle Street, Kings Cross",0.8693
"Drummond Street , Euston","Bankside Mix, Bankside",3.4466
"Drummond Street , Euston","Bath Street, St. Luke's",3.1313
"Drummond Street , Euston","Bethnal Green Road, Shoreditch",4.2604
"Drummond Street , Euston","Borough High Street, The Borough",4.1264
"Drummond Street , Euston","British Museum, Bloomsbury",1.2083
"Drummond Street , Euston","Cartwright Gardens , Bloomsbury",0.7052
"Drummond Street , Euston","Chapel Place, Marylebone",1.5431
"Drummond Street , Euston","Cotton Garden Estate, Kennington",4.5571
"Drummond Street , Euston","Crosswall, Tower",4.4369
"Drummond Street , Euston","Doric Way , Somers Town",0.3119
"Drummond Street , Euston","Drummond Street , Euston",0.0
"Drummond Street , Euston","Drury Lane, Covent Garden",1.6927
"Drummond Street , Euston","Euston Road, Euston",0.1662
"Drummond Street , Euston","Eversholt Street , Camden Town",0.6336
"Drummond Street , Euston","Finsbury Circus, Liverpool Street",3.6007
"Drummond Street , Euston","Finsbury Library , Finsbury",2.1978
"Drummond Street , Euston","Godliman Street, St. Paul's",3.0407
"Drummond Street , Euston","Golden Lane, Barbican",2.9426
"Drummond Street , Euston","Gower Place , Euston",0.2409
"Drummond Street , Euston","Great Russell Street, Bloomsbury",1.2087
"Drummond Street , Euston","Guilford Street , Bloomsbury",1.1825
"Drummond Street , Euston","Hampstead Road, Euston",0.2491
"Drummond Street , Euston","Hatton Garden, Holborn",2.157
"Drummond Street , Euston","Hatton Wall, Holborn",1.9743
"Drummond Street , Euston","Holborn Circus, Holborn",2.1632
"Drummond Street , Euston","Holy Trinity Brompton, Knightsbridge",4.0622
"Drummond Street , Euston","Hop Exchange, The Borough",3.9696
"Drummond Street , Euston","Little Argyll Street, West End",1.4738
"Drummond Street , Euston","Lollard Street, Vauxhall",4.0995
"Drummond Street , Euston","Longford Street, The Regent's Park",0.588
"Drummond Street , Euston","Malet Street, Bloomsbury",0.7384
"Drummond Street , Euston","Milroy Walk, South Bank",3.0401
"Drummond Street , Euston","Murray Grove , Hoxton",3.2253
"Drummond Street , Euston","New Kent Road, The Borough",4.7206
"Drummond Street , Euston","Queen Street 1, Bank",3.4604
"Drummond Street , Euston","Russell Square Station, Bloomsbury",0.9328
"Drummond Street , Euston","Scala Street, Fitzrovia",0.8241
"Drummond Street , Euston","St. John Street, Finsbury",2.1703
"Drummond Street , Euston","Stamford Street, South Bank",2.952
"Drummond Street , Euston","Tachbrook Street, Victoria",3.919
"Drummond Street , Euston","Tanner Street, Bermondsey",4.9605
"Drummond Street , Euston","Taviton Street, Bloomsbury",0.4225
"Drummond Street , Euston","Theobald's Road , Holborn",1.5345
"Drummond Street , Euston","Union Street, The Borough",3.6962
"Drummond Street , Euston","Vauxhall Cross, Vauxhall",4.6737
"Drummond Street , Euston","Warwick Row, Westminster",3.296
"Drummond Street , Euston","Wenlock Road , Hoxton",2.9441
"Drummond Street , Euston","West Cromwell Road, Earl's Court",5.7017
"Drummond Street , Euston","Worship Street, Shoreditch",3.9554
"Drury Lane, Covent Garden","Argyle Street, Kings Cross",1.6328
"Drury Lane, Covent Garden","Bankside Mix, Bankside",1.821
"Drury Lane, Covent Garden","Bath Street, St. Luke's",2.4982
"Drury Lane, Covent Garden","Bethnal Green Road, Shoreditch",3.4293
"Drury Lane, Covent Garden","Borough High Street, The Borough",2.4746
"Drury Lane, Covent Garden","British Museum, Bloomsbury",0.5085
"Drury Lane, Covent Garden","Cartwright Gardens , Bloomsbury",1.3144
"Drury Lane, Covent Garden","Chapel Place, Marylebone",1.7299
"Drury Lane, Covent Garden","Cotton Garden Estate, Kennington",2.8879
"Drury Lane, Covent Garden","Crosswall, Tower",3.1407
"Drury Lane, Covent Garden","Doric Way , Somers Town",1.7108
"Drury Lane, Covent Garden","Drummond Street , Euston",1.6927
"Drury Lane, Covent Garden","Drury Lane, Covent Garden",0.0
"Drury Lane, Covent Garden","Euston Road, Euston",1.5286
"Drury Lane, Covent Garden","Eversholt Street , Camden Town",2.2644
"Drury Lane, Covent Garden","Finsbury Circus, Liverpool Street",2.4721
"Drury Lane, Covent Garden","Finsbury Library , Finsbury",1.8172
"Drury Lane, Covent Garden","Godliman Street, St. Paul's",1.6171
"Drury Lane, Covent Garden","Golden Lane, Barbican",2.0706
"Drury Lane, Covent Garden","Gower Place , Euston",1.4687
"Drury Lane, Covent Garden","Great Russell Street, Bloomsbury",0.51
"Drury Lane, Covent Garden","Guilford Street , Bloomsbury",0.9638
"Drury Lane, Covent Garden","Hampstead Road, Euston",1.6315
"Drury Lane, Covent Garden","Hatton Garden, Holborn",1.0805
"Drury Lane, Covent Garden","Hatton Wall, Holborn",1.1929
"Drury Lane, Covent Garden","Holborn Circus, Holborn",1.0028
"Drury Lane, Covent Garden","Holy Trinity Brompton, Knightsbridge",3.785
"Drury Lane, Covent Garden","Hop Exchange, The Borough",2.3899
"Drury Lane, Covent Garden","Little Argyll Street, West End",1.3292
"Drury Lane, Covent Garden","Lollard Street, Vauxhall",2.4858
"Drury Lane, Covent Garden","Longford Street, The Regent's Park",1.9332
"Drury Lane, Covent Garden","Malet Street, Bloomsbury",0.9556
"Drury Lane, Covent Garden","Milroy Walk, South Bank",1.387
"Drury Lane, Covent Garden","Murray Grove , Hoxton",2.8721
"Drury Lane, Covent Garden","New Kent Road, The Borough",3.0372
"Drury Lane, Covent Garden","Queen Street 1, Bank",2.0575
"Drury Lane, Covent Garden","Russell Square Station, Bloomsbury",0.9705
"Drury Lane, Covent Garden","Scala Street, Fitzrovia",1.1143
"Drury Lane, Covent Garden","St. John Street, Finsbury",1.9361
"Drury Lane, Covent Garden","Stamford Street, South Bank",1.2595
"Drury Lane, Covent Garden","Tachbrook Street, Victoria",2.7563
"Drury Lane, Covent Garden","Tanner Street, Bermondsey",3.4029
"Drury Lane, Covent Garden","Taviton Street, Bloomsbury",1.2998
"Drury Lane, Covent Garden","Theobald's Road , Holborn",0.7524
"Drury Lane, Covent Garden","Union Street, The Borough",2.0528
"Drury Lane, Covent Garden","Vauxhall Cross, Vauxhall",3.2122
"Drury Lane, Covent Garden","Warwick Row, Westminster",2.3535
"Drury Lane, Covent Garden","Wenlock Road , Hoxton",2.6629
"Drury Lane, Covent Garden","West Cromwell Road, Earl's Court",5.7616
"Drury Lane, Covent Garden","Worship Street, Shoreditch",3.0465
"Euston Road, Euston","Argyle Street, Kings Cross",0.8056
"Euston Road, Euston","Bankside Mix, Bankside",3.2806
"Euston Road, Euston","Bath Street, St. Luke's",3.0138
"Euston Road, Euston","Bethnal Green Road, Shoreditch",4.137
"Euston Road, Euston","Borough High Street, The Borough",3.9602
"Euston Road, Euston","British Museum, Bloomsbury",1.0423
"Euston Road, Euston","Cartwright Gardens , Bloomsbury",0.5832
"Euston Road, Euston","Chapel Place, Marylebone",1.5035
"Euston Road, Euston","Cotton Garden Estate, Kennington",4.3978
"Euston Road, Euston","Crosswall, Tower",4.2851
"Euston Road, Euston","Doric Way , Somers Town",0.3251
"Euston Road, Euston","Drummond Street , Euston",0.1662
"Euston Road, Euston","Drury Lane, Covent Garden",1.5286
"Euston Road, Euston","Euston Road, Euston",0.0
"Euston Road, Euston","Eversholt Street , Camden Town",0.7706
"Euston Road, Euston","Finsbury Circus, Liverpool Street",3.4553
"Euston Road, Euston","Finsbury Library , Finsbury",2.0837
"Euston Road, Euston","Godliman Street, St. Paul's",2.8797
"Euston Road, Euston","Golden Lane, Barbican",2.8074
"Euston Road, Euston","Gower Place , Euston",0.1245
"Euston Road, Euston","Great Russell Street, Bloomsbury",1.0492
"Euston Road, Euston","Guilford Street , Bloomsbury",1.0339
"Euston Road, Euston","Hampstead Road, Euston",0.2756
"Euston Road, Euston","Hatton Garden, Holborn",2.0025
"Euston Road, Euston","Hatton Wall, Holborn",1.8295
"Euston Road, Euston","Holborn Circus, Holborn",2.0057
"Euston Road, Euston","Holy Trinity Brompton, Knightsbridge",4.0288
"Euston Road, Euston","Hop Exchange, The Borough",3.8048
"Euston Road, Euston","Little Argyll Street, West End",1.3924
"Euston Road, Euston","Lollard Street, Vauxhall",3.9462
"Euston Road, Euston","Longford Street, The Regent's Park",0.6732
"Euston Road, Euston","Malet Street, Bloomsbury",0.5764
"Euston Road, Euston","Milroy Walk, South Bank",2.8739
"Euston Road, Euston","Murray Grove , Hoxton",3.1301
"Euston Road, Euston","New Kent Road, The Borough",4.5548
"Euston Road, Euston","Queen Street 1, Bank",3.3012
"Euston Road, Euston","Russell Square Station, Bloomsbury",0.7775
"Euston Road, Euston","Scala Street, Fitzrovia",0.712
"Euston Road, Euston","St. John Street, Finsbury",2.067
"Euston Road, Euston","Stamford Street, South Bank",2.7876
"Euston Road, Euston","Tachbrook Street, Victoria",3.8044
"Euston Road, Euston","Tanner Street, Bermondsey",4.7969
"Euston Road, Euston","Taviton Street, Bloomsbury",0.2604
"Euston Road, Euston","Theobald's Road , Holborn",1.377
"Euston Road, Euston","Union Street, The Borough",3.53
"Euston Road, Euston","Vauxhall Cross, Vauxhall",4.5357
"Euston Road, Euston","Warwick Row, Westminster",3.1953
"Euston Road, Euston","Wenlock Road , Hoxton",2.8514
"Euston Road, Euston","West Cromwell Road, Earl's Court",5.7107
"Euston Road, Euston","Worship Street, Shoreditch",3.8251
"Eversholt Street , Camden Town","Argyle Street, Kings Cross",0.9743
"Eversholt Street , Camden Town","Bankside Mix, Bankside",3.9439
"Eversholt Street , Camden Town","Bath Street, St. Luke's",3.2752
"Eversholt Street , Camden Town","Bethnal Green Road, Shoreditch",4.4159
"Eversholt Street , Camden Town","Borough High Street, The Borough",4.6327
"Eversholt Street , Camden Town","British Museum, Bloomsbury",1.7607
"Eversholt Street , Camden Town","Cartwright Gardens , Bloomsbury",1.0516
"Eversholt Street , Camden Town","Chapel Place, Marylebone",2.0955
"Eversholt Street , Camden Town","Cotton Garden Estate, Kennington",5.1492
"Eversholt Street , Camden Town","Crosswall, Tower",4.7657
"Eversholt Street , Camden Town","Doric Way , Somers Town",0.5603
"Eversholt Street , Camden Town","Drummond Street , Euston",0.6336
"Eversholt Street , Camden Town","Drury Lane, Covent Garden",2.2644
"Eversholt Street , Camden Town","Euston Road, Euston",0.7706
"Eversholt Street , Camden Town","Eversholt Street , Camden Town",0.0
"Eversholt Street , Camden Town","Finsbury Circus, Liverpool Street",3.8929
"Eversholt Street , Camden Town","Finsbury Library , Finsbury",2.354
"Eversholt Street , Camden Town","Godliman Street, St. Paul's",3.463
"Eversholt Street , Camden Town","Golden Lane, Barbican",3.1839
"Eversholt Street , Camden Town","Gower Place , Euston",0.872
"Eversholt Street , Camden Town","Great Russell Street, Bloomsbury",1.8079
"Eversholt Street , Camden Town","Guilford Street , Bloomsbury",1.5718
"Eversholt Street , Camden Town","Hampstead Road, Euston",0.8358
"Eversholt Street , Camden Town","Hatton Garden, Holborn",2.5389
"Eversholt Street , Camden Town","Hatton Wall, Holborn",2.2992
"Eversholt Street , Camden Town","Holborn Circus, Holborn",2.5673
"Eversholt Street , Camden Town","Holy Trinity Brompton, Knightsbridge",4.5739
"Eversholt Street , Camden Town","Hop Exchange, The Borough",4.4339
"Eversholt Street , Camden Town","Little Argyll Street, West End",2.0825
"Eversholt Street , Camden Town","Lollard Street, Vauxhall",4.7111
"Eversholt Street , Camden Town","Longford Street, The Regent's Park",0.9661
"Eversholt Street , Camden Town","Malet Street, Bloomsbury",1.3339
"Eversholt Street , Camden Town","Milroy Walk, South Bank",3.5602
"Eversholt Street , Camden Town","Murray Grove , Hoxton",3.2603
"Eversholt Street , Camden Town","New Kent Road, The Borough",5.2545
"Eversholt Street , Camden Town","Queen Street 1, Bank",3.8594
"Eversholt Street , Camden Town","Russell Square Station, Bloomsbury",1.3801
"Eversholt Street , Camden Town","Scala Street, Fitzrovia",1.4566
"Eversholt Street , Camden Town","St. John Street, Finsbury",2.2776
"Eversholt Street , Camden Town","Stamford Street, South Bank",3.5134
"Eversholt Street , Camden Town","Tachbrook Street, Victoria",4.5485
"Eversholt Street , Camden Town","Tanner Street, Bermondsey",5.4
"Eversholt Street , Camden Town","Taviton Street, Bloomsbury",0.9665
"Eversholt Street , Camden Town","Theobald's Road , Holborn",1.9591
"Eversholt Street , Camden Town","Union Street, The Borough",4.201
"Eversholt Street , Camden Town","Vauxhall Cross, Vauxhall",5.305
"Eversholt Street , Camden Town","Warwick Row, Westminster",3.916
"Eversholt Street , Camden Town","Wenlock Road , Hoxton",2.9751
"Eversholt Street , Camden Town","West Cromwell Road, Earl's Court",6.0981
"Eversholt Street , Camden Town","Worship Street, Shoreditch",4.152
"Finsbury Circus, Liverpool Street","Argyle Street, Kings Cross",2.9203
"Finsbury Circus, Liverpool Street","Bankside Mix, Bankside",1.562
"Finsbury Circus, Liverpool Street","Bath Street, St. Luke's",1.0219
"Finsbury Circus, Liverpool Street","Bethnal Green Road, Shoreditch",1.1025
"Finsbury Circus, Liverpool Street","Borough High Street, The Borough",1.9005
"Finsbury Circus, Liverpool Street","British Museum, Bloomsbury",2.6383
"Finsbury Circus, Liverpool Street","Cartwright Gardens , Bloomsbury",2.908
"Finsbury Circus, Liverpool Street","Chapel Place, Marylebone",4.1922
"Finsbury Circus, Liverpool Street","Cotton Garden Estate, Kennington",3.2266
"Finsbury Circus, Liverpool Street","Crosswall, Tower",0.8997
"Finsbury Circus, Liverpool Street","Doric Way , Somers Town",3.4128
"Finsbury Circus, Liverpool Street","Drummond Street , Euston",3.6007
"Finsbury Circus, Liverpool Street","Drury Lane, Covent Garden",2.4721
"Finsbury Circus, Liverpool Street","Euston Road, Euston",3.4553
"Finsbury Circus, Liverpool Street","Eversholt Street , Camden Town",3.8929
"Finsbury Circus, Liverpool Street","Finsbury Circus, Liverpool Street",0.0
"Finsbury Circus, Liverpool Street","Finsbury Library , Finsbury",1.6231
"Finsbury Circus, Liverpool Street","Godliman Street, St. Paul's",1.0017
"Finsbury Circus, Liverpool Street","Golden Lane, Barbican",0.7486
"Finsbury Circus, Liverpool Street","Gower Place , Euston",3.4761
"Finsbury Circus, Liverpool Street","Great Russell Street, Bloomsbury",2.8495
"Finsbury Circus, Liverpool Street","Guilford Street , Bloomsbury",2.4216
"Finsbury Circus, Liverpool Street","Hampstead Road, Euston",3.6885
"Finsbury Circus, Liverpool Street","Hatton Garden, Holborn",1.4896
"Finsbury Circus, Liverpool Street","Hatton Wall, Holborn",1.6264
"Finsbury Circus, Liverpool Street","Holborn Circus, Holborn",1.5234
"Finsbury Circus, Liverpool Street","Holy Trinity Brompton, Knightsbridge",6.1111
"Finsbury Circus, Liverpool Street","Hop Exchange, The Borough",1.4282
"Finsbury Circus, Liverpool Street","Little Argyll Street, West End",3.7985
"Finsbury Circus, Liverpool Street","Lollard Street, Vauxhall",3.3257
"Finsbury Circus, Liverpool Street","Longford Street, The Regent's Park",4.0827
"Finsbury Circus, Liverpool Street","Malet Street, Bloomsbury",3.0699
"Finsbury Circus, Liverpool Street","Milroy Walk, South Bank",1.7394
"Finsbury Circus, Liverpool Street","Murray Grove , Hoxton",1.5511
"Finsbury Circus, Liverpool Street","New Kent Road, The Borough",2.5541
"Finsbury Circus, Liverpool Street","Queen Street 1, Bank",0.7512
"Finsbury Circus, Liverpool Street","Russell Square Station, Bloomsbury",2.6845
"Finsbury Circus, Liverpool Street","Scala Street, Fitzrovia",3.4295
"Finsbury Circus, Liverpool Street","St. John Street, Finsbury",1.7698
"Finsbury Circus, Liverpool Street","Stamford Street, South Bank",2.1474
"Finsbury Circus, Liverpool Street","Tachbrook Street, Victoria",4.5277
"Finsbury Circus, Liverpool Street","Tanner Street, Bermondsey",1.9105
"Finsbury Circus, Liverpool Street","Taviton Street, Bloomsbury",3.2024
"Finsbury Circus, Liverpool Street","Theobald's Road , Holborn",2.1126
"Finsbury Circus, Liverpool Street","Union Street, The Borough",1.6982
"Finsbury Circus, Liverpool Street","Vauxhall Cross, Vauxhall",4.3409
"Finsbury Circus, Liverpool Street","Warwick Row, Westminster",4.435
"Finsbury Circus, Liverpool Street","Wenlock Road , Hoxton",1.626
"Finsbury Circus, Liverpool Street","West Cromwell Road, Earl's Court",8.1489
"Finsbury Circus, Liverpool Street","Worship Street, Shoreditch",0.7075
"Finsbury Library , Finsbury","Argyle Street, Kings Cross",1.3918
"Finsbury Library , Finsbury","Bankside Mix, Bankside",2.3413
"Finsbury Library , Finsbury","Bath Street, St. Luke's",0.935
"Finsbury Library , Finsbury","Bethnal Green Road, Shoreditch",2.0722
"Finsbury Library , Finsbury","Borough High Street, The Borough",2.9716
"Finsbury Library , Finsbury","British Museum, Bloomsbury",1.646
"Finsbury Library , Finsbury","Cartwright Gardens , Bloomsbury",1.5004
"Finsbury Library , Finsbury","Chapel Place, Marylebone",3.2283
"Finsbury Library , Finsbury","Cotton Garden Estate, Kennington",4.001
"Finsbury Library , Finsbury","Crosswall, Tower",2.5226
"Finsbury Library , Finsbury","Doric Way , Somers Town",1.9479
"Finsbury Library , Finsbury","Drummond Street , Euston",2.1978
"Finsbury Library , Finsbury","Drury Lane, Covent Garden",1.8172
"Finsbury Library , Finsbury","Euston Road, Euston",2.0837
"Finsbury Library , Finsbury","Eversholt Street , Camden Town",2.354
"Finsbury Library , Finsbury","Finsbury Circus, Liverpool Street",1.6231
"Finsbury Library , Finsbury","Finsbury Library , Finsbury",0.0
"Finsbury Library , Finsbury","Godliman Street, St. Paul's",1.6224
"Finsbury Library , Finsbury","Golden Lane, Barbican",0.8759
"Finsbury Library , Finsbury","Gower Place , Euston",2.1434
"Finsbury Library , Finsbury","Great Russell Street, Bloomsbury",1.912
"Finsbury Library , Finsbury","Guilford Street , Bloomsbury",1.1624
"Finsbury Library , Finsbury","Hampstead Road, Euston",2.3512
"Finsbury Library , Finsbury","Hatton Garden, Holborn",0.9148
"Finsbury Library , Finsbury","Hatton Wall, Holborn",0.6498
"Finsbury Library , Finsbury","Holborn Circus, Holborn",1.0205
"Finsbury Library , Finsbury","Holy Trinity Brompton, Knightsbridge",5.5566
"Finsbury Library , Finsbury","Hop Exchange, The Borough",2.6047
"Finsbury Library , Finsbury","Little Argyll Street, West End",2.9059
"Finsbury Library , Finsbury","Lollard Street, Vauxhall",3.8339
"Finsbury Library , Finsbury","Longford Street, The Regent's Park",2.7552
"Finsbury Library , Finsbury","Malet Street, Bloomsbury",1.8928
"Finsbury Library , Finsbury","Milroy Walk, South Bank",2.1695
"Finsbury Library , Finsbury","Murray Grove , Hoxton",1.1061
"Finsbury Library , Finsbury","New Kent Road, The Borough",3.6749
"Finsbury Library , Finsbury","Queen Street 1, Bank",1.8604
"Finsbury Library , Finsbury","Russell Square Station, Bloomsbury",1.4197
"Finsbury Library , Finsbury","Scala Street, Fitzrovia",2.3227
"Finsbury Library , Finsbury","St. John Street, Finsbury",0.185
"Finsbury Library , Finsbury","Stamford Street, South Bank",2.4054
"Finsbury Library , Finsbury","Tachbrook Street, Victoria",4.5129
"Finsbury Library , Finsbury","Tanner Street, Bermondsey",3.4009
"Finsbury Library , Finsbury","Taviton Street, Bloomsbury",1.8676
"Finsbury Library , Finsbury","Theobald's Road , Holborn",1.0946
"Finsbury Library , Finsbury","Union Street, The Borough",2.592
"Finsbury Library , Finsbury","Vauxhall Cross, Vauxhall",4.7468
