id,name,terminalName,lat,long,capacity,EndofDayBikes
441,"Sail Street, Vauxhall",200039,51.495656,-0.114605,61,37
86,"Sancroft Street, Vauxhall",3434,51.48947903,-0.115156562,61,37
372,"Sardinia Street, Holborn",2649,51.515208,-0.117863,61,37
481,"Saunders Ness Road, Cubitt Town",200022,51.487129,-0.0090011,89,54
13,"Scala Street, Fitzrovia",970,51.51991453,-0.136039674,53,32
5,"Sedding Street, Sloane Square",3420,51.49313,-0.156876,68,41
300,"Serpentine Car Park, Hyde Park",1217,51.505014,-0.17306032,46,28
166,"Seville Street, Knightsbridge",1177,51.50185512,-0.159237081,68,41
449,"Shadwell Station, Shadwell",200020,51.511088,-0.057159,89,54
39,"Shoreditch High Street, Shoreditch",3445,51.5263778,-0.078130921,104,63
253,"Shoreditch Park, Hoxton",1051,51.53404294,-0.086379717,76,46
396,"Shouldham Street, Marylebone",2693,51.51809,-0.163609,41,25
163,"Sloane Avenue, Knightsbridge",3461,51.4931848,-0.167894973,68,41
281,"Smith Square, Westminster",3480,51.49580589,-0.127575233,46,28
393,"Snow Hill, Farringdon",2699,51.51733427,-0.103604248,38,23
109,"Soho Square , Soho",1052,51.51563144,-0.132328837,144,87
564,"Somerset House, Strand",200068,51.509943,-0.117619,104,63
289,"South Audley Street, Mayfair",3493,51.50923,-0.15128999999998882,38,23
356,"South Kensington Station, South Kensington",2685,51.494412,-0.173881,38,23
430,"South Parade, Chelsea",22182,51.48902,-0.17524,46,28
186,"South Wharf Road, Paddington",1167,51.51733558,-0.175810943,41,25
162,"Southampton Place, Holborn",1123,51.51760685,-0.121328408,51,31
388,"Southampton Street, Strand",1228,51.51070161,-0.121723604,36,22
421,"Southwark Station 2, Southwark",22163,51.504044,-0.104778,114,69
265,"Southwick Street, Paddington",3490,51.51595344,-0.169249375,43,26
477,"Spindrift Avenue, Millwall",200018,51.49109,-0.018716,91,55
290,"St Mary's Hospital, Paddington",3496,51.518268,-0.17110323,51,31
703,"St. Bride Street, Holborn",200094,51.51505991,-0.10534448,63,38
4,"St. Chad's Street, King's Cross",1013,51.53005939,-0.120973687,58,35
349,"St. George Street, Mayfair",1221,51.51196,-0.142783033,46,28
294,"St. George's Square, Pimlico",1195,51.488226,-0.135635511,41,25
228,"St. James's Square, St. James's",1067,51.50742485,-0.134621209,101,61
123,"St. John Street, Finsbury",992,51.52836014,-0.104724625,46,28
247,"St. John's Wood Church, The Regent's Park",1091,51.530529,-0.167515,126,76
286,"St. John's Wood Road, St. John's Wood",1187,51.5272947,-0.174653609,89,54
452,"St. Katharine's Way, Tower",200049,51.505697,-0.070542,61,37
218,"St. Luke's Church, Chelsea",3486,51.48971651,-0.170194408,51,31
325,"St. Martin's Street, West End",1158,51.50908747,-0.129697889,46,28
464,"St. Mary & St. Michael Church, Stepney",200082,51.51417,-0.052099,63,38
263,"St. Mary Axe, Aldgate",1184,51.51422502,-0.080660083,53,32
197,"Stamford Street, South Bank",962,51.50556905,-0.111606696,68,41
380,"Stanhope Gate, Mayfair",3506,51.50686435,-0.150666888,53,32
476,"Stebondale Street, Cubitt Town",200009,51.489096,-0.009205,73,44
478,"Stepney Green Station, Stepney",200012,51.521889,-0.04667,53,32
364,"Store Street, Bloomsbury",3507,51.519572,-0.13214036,81,49
857,"Strand, Strand",1100,51.512582,-0.11505729999998948,89,54
409,"Strata, Elephant & Castle",10624,51.493146,-0.099828,104,63
172,"Sumner Place, South Kensington",1124,51.49121192,-0.173715911,48,29
408,"Sun Street, Liverpool Street",1129,51.520009,-0.083935724,61,37
295,"Swan Street, The Borough",1216,51.50029631,-0.092762704,68,41
148,"Tachbrook Street, Victoria",965,51.49211134,-0.138364847,41,25
85,"Tanner Street, Bermondsey",994,51.50064702,-0.078600401,104,63
89,"Tavistock Place, Bloomsbury",3439,51.5262503,-0.123509611,48,29
335,"Tavistock Street, Covent Garden",1207,51.51196803,-0.120718759,84,51
19,"Taviton Street, Bloomsbury",1009,51.52505093,-0.131161087,76,46
315,"The Tennis Courts, The Regent's Park",1199,51.52536703,-0.153463612,41,25
68,"Theobald's Road , Holborn",975,51.52059681,-0.116688468,66,40
463,"Thurtle Road, Haggerston",200093,51.534776,-0.071881,56,34
278,"Tooley Street, Bermondsey",1142,51.5034938,-0.07962099,68,41
75,"Torrens Street, Angel",1060,51.53219984,-0.105480698,48,29
130,"Tower Gardens , Tower",1071,51.50950627,-0.075459482,61,37
841,"Tower Wharf, Bermondsey",2667,51.500845,-0.074704305,51,31
158,"Trebovir Road, Earl's Court",1113,51.49085368,-0.196170309,46,28
248,"Triangle Car Park, Hyde Park",1088,51.50645179,-0.170279555,68,41
379,"Turquoise Island, Notting Hill",2682,51.51431171,-0.200838199,53,32
314,"Tyers Gate, Bermondsey",3485,51.50088934,-0.083159352,91,55
264,"Tysoe Street, Clerkenwell",1146,51.52644342,-0.109256828,51,31
196,"Union Street, The Borough",961,51.50368837,-0.098497684,43,26
570,"Upper Bank Street, Canary Wharf",200099,51.503083,-0.017676,91,55
389,"Upper Grosvenor Street, Mayfair",10621,51.51013066,-0.155757901,46,28
146,"Vauxhall Bridge , Pimlico",1046,51.48836528,-0.129361842,89,54
74,"Vauxhall Cross, Vauxhall",1000,51.48591714,-0.124469948,43,26
352,"Vauxhall Street, Vauxhall",1224,51.486965,-0.116625,48,29
437,"Vauxhall Walk, Vauxhall",200056,51.488124,-0.120903,68,41
701,"Vicarage Crescent, Battersea",200077,51.47287627,-0.176267008,76,46
103,"Vicarage Gate, Kensington",3441,51.50472376,-0.192538767,46,28
299,"Vincent Square, Westminster",1196,51.49398524,-0.136928582,48,29
426,"Vincent Street, Pimlico",22161,51.493072,-0.129925,43,26
442,"Walmer Road, Avondale",200035,51.510101,-0.211358,61,37
91,"Walnut Tree Walk, Vauxhall",1076,51.49368637,-0.111014912,51,31
621,"Wandsworth Town Station, Wandsworth",200091,51.46086446,-0.187427294,84,51
134,"Wapping High Street, Wapping",1039,51.504904,-0.06797,51,31
458,"Wapping Lane, Wapping",200034,51.504749,-0.057544,71,43
192,"Wardour Street, Soho",1163,51.51251523,-0.133201961,41,25
239,"Warren Street Station, Euston",1090,51.52443845,-0.138019439,66,40
47,"Warwick Avenue Station, Maida Vale",1027,51.52334476,-0.183846408,48,29
274,"Warwick Road, Olympia",1134,51.49671237,-0.20528437,91,55
316,"Warwick Row, Westminster",968,51.497998,-0.14296064,53,32
178,"Warwick Square, Pimlico",3460,51.48985626,-0.141923621,48,29
377,"Waterloo Bridge, South Bank",2648,51.50535447,-0.113656543,38,23
160,"Waterloo Place, St. James's",3458,51.50663341,-0.131773845,51,31
173,"Waterloo Road, South Bank",1176,51.50486,-0.113001,38,23
374,"Waterloo Station 1, Waterloo",2696,51.50402794,-0.11386436,91,55
361,"Waterloo Station 2, Waterloo",2692,51.50391973,-0.11342629,121,73
154,"Waterloo Station 3, Waterloo",1072,51.50379168,-0.11282408,89,54
80,"Webber Street , Southwark",3448,51.50069361,-0.102091246,114,69
213,"Wellington Arch, Hyde Park",1109,51.50274025,-0.149569201,91,55
110,"Wellington Road, St. John's Wood",1055,51.53304322,-0.172528678,43,26
338,"Wellington Street , Strand",1202,51.51175646,-0.119643424,61,37
313,"Wells Street, Fitzrovia",3495,51.51734403,-0.138072691,96,58
42,"Wenlock Road , Hoxton",979,51.53099181,-0.093903825,71,43
142,"West Cromwell Road, Earl's Court",1001,51.49372451,-0.198286569,61,37
203,"West Smithfield Rotunda, Farringdon",1040,51.51821864,-0.100791005,38,23
327,"Westbourne Green, Westbourne",1128,51.522168,-0.1928141999999866,53,32
105,"Westbourne Grove, Bayswater",1041,51.51552971,-0.190240716,66,40
571,"Westfield Southern Terrace ,Shepherd's Bush",200061,51.506256,-0.218337,73,44
548,"Westminster Bridge Road, Elephant & Castle",200076,51.498386,-0.107913,66,40
257,"Westminster University, Marylebone",1194,51.52248185,-0.154907218,41,25
229,"Whitehall Place, Strand",1151,51.50654321,-0.123179697,116,70
64,"William IV Street, Strand",1028,51.50946212,-0.124749274,66,40
628,"William Morris Way, Sands End",200062,51.46881971,-0.184318843,66,40
30,"Windsor Terrace, Hoxton",1029,51.52915444,-0.093421615,61,37
106,"Woodstock Street, Mayfair",1042,51.51410514,-0.147301667,53,32
217,"Wormwood Street, Liverpool Street",2587,51.51615461,-0.082422399,41,25
175,"Worship Street, Shoreditch",997,51.521668,-0.079608554,129,78
433,"Wren Street, Holborn",22169,51.524564,-0.116279,84,51
157,"Wright's Lane, Kensington",1094,51.50039792,-0.193068385,94,57
446,"York Hall, Bethnal Green",200042,51.528936,-0.055894,68,41
