id,name,terminalName,lat,long,capacity,EndofDayBikes
448,"Fisherman's Walk West, Canary Wharf",22165,51.50623,-0.02296,91,55
345,"Flood Street, Chelsea",1218,51.48802358,-0.166878535,84,51
311,"Foley Street, Fitzrovia",3494,51.51918144,-0.140485596,61,37
517,"Ford Road, Old Ford",200027,51.532513,-0.033085,46,28
238,"Frampton Street, Paddington",1099,51.5233534,-0.175116099,81,49
383,"Frith Street, Soho",2660,51.51310333,-0.13121385,46,28
499,"Furze Green, Bow",200011,51.519265,-0.021345,91,55
453,"Garnet Street, Shadwell",200045,51.508447,-0.055167,61,37
403,"George Place Mews, Marylebone",10630,51.51689296,-0.158249929,41,25
840,"George Row, Bermondsey",2679,51.498585,-0.068981764,56,34
400,"George Street, Marylebone",1225,51.517703,-0.154106,68,41
297,"Geraldine Street, Elephant & Castle",3498,51.49612799,-0.106000855,43,26
113,"Gloucester Road (Central), South Kensington",3435,51.49646288,-0.183289032,48,29
97,"Gloucester Road (North), Kensington",3447,51.49792478,-0.183834706,46,28
405,"Gloucester Road Station, South Kensington",1107,51.49418566,-0.18267094,38,23
243,"Gloucester Street, Pimlico",1103,51.49096258,-0.139625122,63,38
176,"Gloucester Terrace, Bayswater",1173,51.51791921,-0.188098863,58,35
48,"Godliman Street, St. Paul's",971,51.51248445,-0.099141408,63,38
54,"Golden Lane, Barbican",967,51.52174785,-0.094475072,68,41
129,"Golden Square, Soho",3451,51.5118973,-0.137043852,46,28
344,"Goswell Road (City Uni), Finsbury",1222,51.528246,-0.10102611,43,26
65,"Gower Place , Euston",969,51.52522753,-0.13518856,43,26
53,"Grafton Street, Mayfair",3431,51.5099923,-0.143495266,46,28
326,"Graham Street, Angel",1131,51.53266186,-0.099981142,66,40
486,"Granby Street, Shoreditch",22174,51.525645,-0.069543,94,57
61,"Great Dover Street, The Borough",1017,51.49738251,-0.089446947,84,51
227,"Great Percy Street, Clerkenwell",3470,51.52891573,-0.115480888,58,35
15,"Great Russell Street, Bloomsbury",988,51.51772703,-0.127854211,66,40
81,"Great Titchfield Street, Fitzrovia",3450,51.52025302,-0.141327271,48,29
199,"Great Tower Street, Monument",1080,51.51048489,-0.082989638,61,37
541,"Green Park Station, Mayfair",200096,51.506613,-0.142844,71,43
138,"Green Street, Mayfair",3464,51.51227622,-0.157436972,48,29
572,"Greenland Road, Camden Town",200026,51.539099,-0.141728,91,55
353,"Greycoat Street , Westminster",10623,51.49459148,-0.134234258,43,26
207,"Grosvenor Crescent, Belgravia",1169,51.50135267,-0.153194766,46,28
245,"Grosvenor Road, Pimlico",1140,51.4853572,-0.142207481,73,44
348,"Grosvenor Square, Mayfair",10627,51.51217033,-0.150481272,43,26
312,"Grove End Road, St. John's Wood",1130,51.53088935,-0.176770502,51,31
161,"Guildhouse Street, Victoria",3478,51.49234577,-0.141334487,41,25
57,"Guilford Street , Bloomsbury",974,51.52334672,-0.120202614,81,49
459,"Gunmakers Lane, Old Ford",200014,51.535179,-0.03338,43,26
98,"Hampstead Road, Euston",972,51.52554222,-0.138231303,136,82
152,"Hampton Street, Walworth",1118,51.49217002,-0.101536865,53,32
170,"Hardwick Street, Clerkenwell",1057,51.5278427,-0.1080682,76,46
249,"Harper Road, The Borough",1137,51.49859784,-0.096191134,106,64
368,"Harriet Street, Knightsbridge",2681,51.50024195,-0.15934065,63,38
90,"Harrington Square 1, Camden Town",1038,51.53301907,-0.139174593,68,41
367,"Harrowby Street, Marylebone",2680,51.5173721,-0.1642075,41,25
67,"Hatton Garden, Holborn",985,51.51882555,-0.108028472,71,43
17,"Hatton Wall, Holborn",1008,51.5216612,-0.109006325,66,40
677,"Heath Road, Battersea",200023,51.46866929,-0.146544642,68,41
29,"Hereford Road, Bayswater",1016,51.513735,-0.193487,56,34
451,"Hermitage Court, Wapping",200021,51.504719,-0.063531,41,25
471,"Hewison Street, Old Ford",200006,51.533283,-0.028155,48,29
358,"High Holborn , Covent Garden",1229,51.516226,-0.124826,51,31
210,"Hinde Street, Marylebone",3476,51.51681444,-0.151926305,53,32
66,"Holborn Circus, Holborn",982,51.51795029,-0.108657431,101,61
627,"Holden Street, Battersea",200007,51.4687905,-0.158230901,51,31
398,"Holland Park, Kensington",10631,51.502319,-0.200742,76,46
150,"Holy Trinity Brompton, Knightsbridge",1002,51.49705603,-0.168917077,71,43
194,"Hop Exchange, The Borough",960,51.50462759,-0.091773776,141,85
221,"Horseferry Road, Westminster",1170,51.49481649,-0.13045856,41,25
256,"Houghton Street, Strand",3484,51.51362054,-0.116764211,38,23
779,"Houndsditch, Aldgate",200072,51.514449,-0.077178979,71,43
360,"Howick Place, Westminster",2666,51.49675303,-0.138733562,68,41
357,"Howland Street, Fitzrovia",2691,51.520994,-0.139016,76,46
588,"Hoxton Street, Hoxton",200071,51.52959,-0.0801,68,41
191,"Hyde Park Corner, Hyde Park",1075,51.50311799,-0.153520935,91,55
584,"Ilchester Gardens, Bayswater",200086,51.51244,-0.19096,53,32
145,"Ilchester Place, Kensington",1115,51.50074359,-0.202759212,61,37
392,"Imperial College, Knightsbridge",1220,51.49942855,-0.179702476,53,32
551,"Import Dock, Canary Wharf",200066,51.505772,-0.016460175,99,60
102,"Jewry Street, Aldgate",1045,51.51340693,-0.076793375,43,26
447,"Jubilee Crescent, Cubitt Town",200054,51.493381,-0.007542,136,82
450,"Jubilee Street, Stepney",200002,51.515975,-0.053177,71,43
144,"Kennington Cross, Kennington",1093,51.48894022,-0.111435796,119,72
868,"Kennington Lane Rail Bridge, Vauxhall",1190,51.4863434,-0.12249239999999872,78,47
440,"Kennington Oval, Oval",200032,51.483145,-0.113134,84,51
149,"Kennington Road Post Office, Oval",1073,51.48478899,-0.110683213,46,28
235,"Kennington Road, Vauxhall",1154,51.49571828,-0.110889274,91,55
435,"Kennington Station, Kennington",22170,51.488852,-0.105593,58,35
277,"Kensington Church Street, Kensington",1143,51.50315739,-0.191496313,43,26
258,"Kensington Gore, Knightsbridge",1193,51.50143293,-0.178656971,58,35
293,"Kensington Olympia Station, Olympia",1214,51.49815779,-0.209494128,63,38
375,"Kensington Town Hall, Kensington",10632,51.50194596,-0.194392952,46,28
439,"Killick Street, King's Cross",200053,51.5338,-0.118677,56,34
371,"King Edward Walk, Waterloo",2639,51.49775,-0.10988,56,34
283,"Kingsway, Covent Garden",1141,51.51440928,-0.118478757,41,25
296,"Knaresborough Place, Earl's Court",200069,51.49363156,-0.190603326,46,28
222,"Knightsbridge, Hyde Park",1101,51.50275704,-0.155349725,109,66
200,"LMU Commercial Road, Whitechapel",1105,51.51492456,-0.066078037,36,22
262,"LSBU (Borough Road), Elephant & Castle",1095,51.49874469,-0.103132904,89,54
560,"Ladbroke Grove Central, Ladbroke Grove",200015,51.511624,-0.205921,53,32
284,"Lambeth North Station, Waterloo",1117,51.49914063,-0.112031483,51,31
139,"Lambeth Road, Vauxhall",1078,51.49488108,-0.117974901,46,28
524,"Lancaster Gate , Bayswater",200017,51.511654,-0.179668,96,58
21,"Lansdowne Drive, Hackney Central",3426,51.539834,-0.062806212,66,40
543,"Lansdowne Walk, Ladbroke Grove",200065,51.509591,-0.204666,53,32
202,"Leman Street, Aldgate",1102,51.51236389,-0.06954201,94,57
865,"Leonard Circus , Shoreditch",1020,51.5246962,-0.08443930000001387,109,66
155,"Lexham Gardens, Kensington",1121,51.49586666,-0.191933711,48,29
475,"Lightermans Road, Millwall",200004,51.499041,-0.020157,78,47
573,"Limerston Street, West Chelsea",200001,51.485587,-0.18119,46,28
469,"Lindfield Street, Poplar",22178,51.513757,-0.020467,111,67
60,"Lisson Grove, St. John's Wood",1030,51.52644828,-0.172190727,46,28
116,"Little Argyll Street, West End",995,51.51449962,-0.141423695,53,32
234,"Liverpool Road (N1 Centre), Angel",1081,51.53450449,-0.106992706,61,37
117,"Lollard Street, Vauxhall",998,51.49288067,-0.114934001,63,38
614,"London Fields, Hackney Central",200025,51.54119,-0.058826101,53,32
343,"London Zoo Car Park, The Regent's Park",1188,51.53692216,-0.150181444,91,55
271,"London Zoo,  The Regent's Park",1136,51.53583617,-0.156285395,81,49
308,"Long Lane , Bermondsey",1189,51.49907558,-0.085666316,51,31
76,"Longford Street, The Regent's Park",976,51.52559505,-0.144083893,53,32
870,"Lower Marsh, Waterloo",1219,51.5001394,-0.11393599999999537,43,26
276,"Lower Thames Street, Monument",1098,51.50930161,-0.084985356,61,37
351,"Macclesfield Rd, St Lukes",1226,51.529423,-0.097122,71,43
8,"Maida Vale, Maida Vale",3423,51.529857,-0.18348604,99,60
12,"Malet Street, Bloomsbury",980,51.52168078,-0.130431727,124,75
208,"Mallory Street, Marylebone",1175,51.52505151,-0.166304359,51,31
472,"Malmesbury Road, Bow",200019,51.529452,-0.027616,53,32
529,"Manresa Road, Chelsea",200010,51.486892,-0.170983,46,28
204,"Margery Street, Clerkenwell",3468,51.52659961,-0.112432615,48,29
384,"Marloes Road, Kensington",3505,51.496481,-0.192404,38,23
301,"Marylebone Lane, Marylebone",1152,51.51475963,-0.148105415,61,37
704,"Mexfield Road, East Putney",200063,51.45682071,-0.202802098,46,28
376,"Millbank Tower, Pimlico",2683,51.49188409,-0.125674815,61,37
366,"Millennium Hotel, Mayfair",1230,51.5109192966489,-0.1511263847351,68,41
473,"Millharbour, Millwall",22167,51.496137,-0.019355,48,29
195,"Milroy Walk, South Bank",959,51.50724437,-0.106237501,76,46
292,"Montpelier Street, Knightsbridge",1206,51.49888404,-0.165471605,41,25
587,"Monument Street, Monument",200101,51.50964,-0.08497,56,34
386,"Moor Street, Soho",3504,51.51352755,-0.130110822,41,25
215,"Moorfields, Moorgate",1092,51.51906932,-0.088285377,136,82
586,"Mudchute DLR, Cubitt Town",200092,51.490645,-0.014582,78,47
63,"Murray Grove , Hoxton",989,51.53089041,-0.089782579,68,41
126,"Museum of London, Barbican",1043,51.51782144,-0.096496865,131,79
454,"Napier Avenue, Millwall",200046,51.487679,-0.021582,51,31
378,"Natural History Museum, South Kensington",2677,51.49559291,-0.179077626,106,64
538,"Naval Row, Blackwall",200050,51.508981,-0.00699,53,32
46,"Nesham Street, Wapping",1031,51.507131,-0.06691,41,25
332,"Nevern Place, Earl's Court",1210,51.49334336,-0.194757949,51,31
581,"New Cavendish Street, Marylebone",200005,51.519167,-0.147983,46,28
546,"New Fetter Lane, Holborn",200044,51.517428,-0.107987,53,32
9,"New Globe Walk, Bankside",1015,51.5073853,-0.096440751,48,29
58,"New Inn Yard, Shoreditch",1032,51.52452699,-0.079248081,51,31
156,"New Kent Road, The Borough",966,51.49443626,-0.092921165,84,51
328,"New North Road 2, Hoxton",2641,51.53114,-0.086016,56,34
206,"New Road 1 , Whitechapel",1171,51.518154,-0.062697,91,55
71,"Newgate Street , St. Paul's",1074,51.515768,-0.09989400000000614,89,54
180,"North Audley Street, Mayfair",1126,51.5129118,-0.153645496,43,26
279,"North Wharf Road, Paddington",1108,51.518623,-0.17660300000000007,58,35
593,"Northdown Street, King's Cross",200058,51.531066,-0.11934,53,32
22,"Northington Street , Holborn",3425,51.5222641,-0.114079481,48,29
354,"Northumberland Avenue, Strand",1097,51.506767,-0.123702,94,57
122,"Norton Folgate, Liverpool Street",1068,51.52111369,-0.078869751,58,35
225,"Notting Hill Gate Station, Notting Hill",1182,51.50935342,-0.196422,76,46
188,"Nutford Place, Marylebone",1112,51.5165179,-0.164393768,46,28
216,"Old Brompton Road, South Kensington",3479,51.49094565,-0.181190899,76,46
485,"Old Ford Road, Bethnal Green",22173,51.531127,-0.048017,61,37
99,"Old Quebec Street, Marylebone",1085,51.51457763,-0.158264483,41,25
73,"Old Street Station, St. Luke's",1064,51.525615,-0.08853260000000773,86,52
324,"Ontario Street, Elephant & Castle",1200,51.49652013,-0.101384068,38,23
165,"Orsett Terrace, Bayswater",2585,51.517932,-0.183716959,38,23
370,"Paddington Green, Paddington",2670,51.520205,-0.174593,51,31
56,"Paddington Street, Marylebone",1033,51.52058381,-0.154701411,41,25
558,"Page Street, Westminster",200048,51.493978,-0.127554,61,37
333,"Palace Gardens Terrace, Notting Hill",2633,51.50860544,-0.193764092,94,57
404,"Palace Gate, Kensington Gardens",1110,51.50204238,-0.184400221,33,20
322,"Palissy Street, Shoreditch",3502,51.526293,-0.073955,66,40
233,"Pall Mall East, West End",1153,51.50777049,-0.130699733,56,34
34,"Pancras Road, King's Cross",3428,51.5341235,-0.129386874,41,25
83,"Panton Street, West End",3452,51.50963938,-0.131510949,53,32
111,"Park Lane , Hyde Park",1037,51.5100172,-0.157275636,71,43
114,"Park Road (Baker Street), The Regent's Park",1050,51.52451738,-0.158963647,56,34
10,"Park Street, Bankside",1024,51.50597426,-0.092754157,46,28
337,"Pembridge Villas, Notting Hill",2589,51.51108452,-0.197524944,41,25
402,"Penfold Street, Marylebone",10625,51.52289229,-0.171681991,38,23
490,"Pennington Street, Wapping",200090,51.508622,-0.065006,114,69
37,"Penywern Road, Earl's Court",3444,51.49159394,-0.192369256,43,26
544,"Percival Street, Finsbury",200051,51.526153,-0.102208,56,34
2,"Phillimore Gardens, Kensington",1018,51.49960695,-0.197574246,94,57
443,"Philpot Street, Whitechapel",200033,51.515256,-0.058641,76,46
143,"Pont Street, Knightsbridge",1114,51.4968865,-0.161203828,61,37
169,"Porchester Place, Paddington",3477,51.5147461,-0.1651640000000043,46,28
184,"Portland Place, Marylebone",1164,51.52071513,-0.14521173,86,52
514,"Portman Square, Marylebone",200008,51.516204,-0.155525,43,26
147,"Portugal Street, Holborn",3456,51.51494305,-0.11614642,41,25
230,"Poured Lines, Bankside",1144,51.50669284,-0.103137426,78,47
329,"Prince Albert Road, The Regent's Park",2636,51.53589283,-0.160854428,61,37
373,"Prince Consort Road, Knightsbridge",3499,51.49980661,-0.176415994,46,28
611,"Princedale Road , Holland Park",200067,51.50646524,-0.208486599,51,31
261,"Princes Square, Bayswater",3491,51.5134891,-0.191351186,41,25
867,"Pritchard's Road, Bethnal Green",200083,51.532091,-0.061419999999998254,76,46
302,"Putney Pier, Wandsworth",3492,51.466907,-0.216573,71,43
320,"Queen Mother Sports Centre, Victoria",1148,51.49357351,-0.139956043,66,40
101,"Queen Street 1, Bank",999,51.51155322,-0.0929401,56,34
136,"Queen Victoria Street, St. Paul's",1048,51.51196176,-0.097441687,81,49
231,"Queen's Gate (Central), South Kensington",1089,51.49396755,-0.17873226,78,47
266,"Queen's Gate (North), Kensington",1204,51.50102668,-0.180246101,104,63
187,"Queen's Gate (South), South Kensington",1172,51.49247977,-0.178433004,63,38
350,"Queen's Gate, Kensington Gardens",1231,51.5017154373867,-0.1798541843891,53,32
536,"Queensbridge Road, Haggerston",200024,51.53385,-0.06992,89,54
224,"Queensway, Kensington Gardens",1150,51.51031,-0.18740235,43,26
766,"Ram Street, Wandsworth",200079,51.45752945,-0.192165613,63,38
190,"Rampayne Street, Pimlico",1106,51.48997562,-0.132845681,53,32
306,"Rathbone Street, Fitzrovia",3497,51.51816295,-0.135025698,41,25
488,"Reardon Street, Wapping",22176,51.506946,-0.058681,56,34
561,"Rectory Square, Stepney",200037,51.518369,-0.043371,56,34
23,"Red Lion Square, Holborn",3421,51.51943538,-0.119123345,41,25
436,"Red Lion Street, Holborn",22171,51.51824,-0.11655,91,55
267,"Regency Street, Westminster",1155,51.49206037,-0.132224622,56,34
553,"Regent's Row , Haggerston",200064,51.535678,-0.062546,61,37
339,"Risinghill Street, Angel",1127,51.5333196,-0.1117812,63,38
1,"River Street , Clerkenwell",1023,51.52916347,-0.109970527,48,29
183,"Riverlight North, Nine Elms",1165,51.482362,-0.13612398,61,37
118,"Rochester Row, Westminster",3457,51.49582705,-0.13547809,33,20
223,"Rodney Road , Walworth",3481,51.49148474,-0.090220911,61,37
52,"Roscoe Street, St. Luke's",1026,51.52295439,-0.094934859,46,28
411,"Rotherhithe Roundabout, Rotherhithe",10629,51.499169,-0.055846029,48,29
250,"Royal Avenue 1, Chelsea",3440,51.489932,-0.162727,26,16
280,"Royal Avenue 2, Chelsea",3462,51.490083,-0.162418,26,16
362,"Royal College Street, Camden Town",2686,51.536264,-0.133952,144,87
282,"Royal London Hospital, Whitechapel",1077,51.518675,-0.06111,106,64
515,"Russell Gardens, Olympia",200080,51.500088,-0.211316,61,37
77,"Russell Square Station, Bloomsbury",978,51.52341837,-0.124121774,66,40
318,"Sackville Street, Mayfair",1197,51.51004801,-0.138846453,46,28
78,"Sadlers Sports Centre, Finsbury",3433,51.52486887,-0.099489485,43,26
