Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
138338941,2024-04-04,"Bethnal Green Road, Shoreditch",2024-04-04,"Bethnal Green Road, Shoreditch",24s,24003,2024-04-04 18:58:00,2024-04-04 18:58:00
138337869,2024-04-04,"Stamford Street, South Bank",2024-04-04,"Hop Exchange, The Borough",5m 43s,343390,2024-04-04 18:29:00,2024-04-04 18:35:00
138333635,2024-04-04,"Milroy Walk, South Bank",2024-04-04,"Hop Exchange, The Borough",6m 33s,393937,2024-04-04 16:51:00,2024-04-04 16:58:00
138333304,2024-04-04,"Gower Place , Euston",2024-04-04,"Bethnal Green Road, Shoreditch",19m 35s,1175238,2024-04-04 16:38:00,2024-04-04 16:57:00
138333035,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Bankside Mix, Bankside",2m 32s,152396,2024-04-04 16:27:00,2024-04-04 16:30:00
138332824,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Stamford Street, South Bank",9m 21s,561111,2024-04-04 16:15:00,2024-04-04 16:24:00
138332829,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Stamford Street, South Bank",6m 4s,364487,2024-04-04 16:15:00,2024-04-04 16:22:00
138331657,2024-04-04,"Stamford Street, South Bank",2024-04-04,"Hop Exchange, The Borough",8m 0s,480390,2024-04-04 14:53:00,2024-04-04 15:01:00
138331481,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Hop Exchange, The Borough",16m 17s,977607,2024-04-04 14:41:00,2024-04-04 14:58:00
138330255,2024-04-04,"Bankside Mix, Bankside",2024-04-04,"Bankside Mix, Bankside",22m 9s,1329002,2024-04-04 13:28:00,2024-04-04 13:50:00
138329977,2024-04-04,"Union Street, The Borough",2024-04-04,"Hop Exchange, The Borough",3m 19s,199554,2024-04-04 13:11:00,2024-04-04 13:14:00
138329152,2024-04-04,"Warwick Row, Westminster",2024-04-04,"Tachbrook Street, Victoria",6m 36s,396747,2024-04-04 12:27:00,2024-04-04 12:33:00
138328427,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Stamford Street, South Bank",7m 18s,438291,2024-04-04 11:42:00,2024-04-04 11:50:00
138327987,2024-04-04,"Scala Street, Fitzrovia",2024-04-04,"Scala Street, Fitzrovia",12m 22s,742764,2024-04-04 11:10:00,2024-04-04 11:22:00
138327388,2024-04-04,"Stamford Street, South Bank",2024-04-04,"Hop Exchange, The Borough",5m 40s,340096,2024-04-04 10:26:00,2024-04-04 10:31:00
138326620,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Union Street, The Borough",2m 31s,151215,2024-04-04 09:40:00,2024-04-04 09:43:00
138326293,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Milroy Walk, South Bank",5m 42s,342604,2024-04-04 09:28:00,2024-04-04 09:34:00
138325987,2024-04-04,"Union Street, The Borough",2024-04-04,"Bankside Mix, Bankside",2m 7s,127924,2024-04-04 09:18:00,2024-04-04 09:21:00
138324992,2024-04-04,"Hop Exchange, The Borough",2024-04-04,"Bankside Mix, Bankside",2m 38s,158854,2024-04-04 08:52:00,2024-04-04 08:55:00
138323156,2024-04-04,"Godliman Street, St. Paul's",2024-04-04,"Godliman Street, St. Paul's",6m 5s,365114,2024-04-04 08:17:00,2024-04-04 08:23:00
138323094,2024-04-04,"Milroy Walk, South Bank",2024-04-04,"Godliman Street, St. Paul's",5m 29s,329542,2024-04-04 08:16:00,2024-04-04 08:22:00
138322973,2024-04-04,"Milroy Walk, South Bank",2024-04-04,"Hop Exchange, The Borough",4m 58s,298444,2024-04-04 08:14:00,2024-04-04 08:19:00
138320558,2024-04-04,"New Kent Road, The Borough",2024-04-04,"Hop Exchange, The Borough",4m 20s,260040,2024-04-04 06:21:00,2024-04-04 06:25:00
138319375,2024-04-03,"Bath Street, St. Luke's",2024-04-03,"Bath Street, St. Luke's",40m 44s,2444086,2024-04-03 22:17:00,2024-04-03 22:58:00
138318597,2024-04-03,"Union Street, The Borough",2024-04-03,"Bankside Mix, Bankside",5m 11s,311561,2024-04-03 21:17:00,2024-04-03 21:22:00
138318450,2024-04-03,"Scala Street, Fitzrovia",2024-04-03,"Scala Street, Fitzrovia",1m 36s,96674,2024-04-03 21:07:00,2024-04-03 21:09:00
138318410,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Milroy Walk, South Bank",4m 5s,245645,2024-04-03 21:04:00,2024-04-03 21:08:00
138314135,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Hop Exchange, The Borough",2h 0m 17s,7217204,2024-04-03 18:25:00,2024-04-03 20:25:00
138313394,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Stamford Street, South Bank",7m 10s,430500,2024-04-03 18:11:00,2024-04-03 18:19:00
138312887,2024-04-03,"Milroy Walk, South Bank",2024-04-03,"Hop Exchange, The Borough",7m 6s,426906,2024-04-03 18:01:00,2024-04-03 18:08:00
138312645,2024-04-03,"Union Street, The Borough",2024-04-03,"Hop Exchange, The Borough",2m 20s,140863,2024-04-03 17:56:00,2024-04-03 17:58:00
138311306,2024-04-03,"Warwick Row, Westminster",2024-04-03,"Union Street, The Borough",16m 17s,977919,2024-04-03 17:29:00,2024-04-03 17:45:00
138310486,2024-04-03,"Bankside Mix, Bankside",2024-04-03,"Hop Exchange, The Borough",3m 21s,201891,2024-04-03 17:10:00,2024-04-03 17:13:00
138309632,2024-04-03,"Gower Place , Euston",2024-04-03,"Bethnal Green Road, Shoreditch",19m 19s,1159688,2024-04-03 16:42:00,2024-04-03 17:02:00
138309307,2024-04-03,"Bethnal Green Road, Shoreditch",2024-04-03,"Bethnal Green Road, Shoreditch",10s,10558,2024-04-03 16:30:00,2024-04-03 16:31:00
138308754,2024-04-03,"Stamford Street, South Bank",2024-04-03,"Hop Exchange, The Borough",7m 42s,462596,2024-04-03 16:04:00,2024-04-03 16:12:00
138307500,2024-04-03,"Stamford Street, South Bank",2024-04-03,"Hop Exchange, The Borough",7m 6s,426200,2024-04-03 14:47:00,2024-04-03 14:54:00
138306512,2024-04-03,"Bethnal Green Road, Shoreditch",2024-04-03,"Union Street, The Borough",12m 34s,754261,2024-04-03 13:46:00,2024-04-03 13:58:00
138305088,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Stamford Street, South Bank",6m 12s,372176,2024-04-03 12:18:00,2024-04-03 12:24:00
138304725,2024-04-03,"Bankside Mix, Bankside",2024-04-03,"Tachbrook Street, Victoria",29m 47s,1787947,2024-04-03 11:54:00,2024-04-03 12:24:00
138304735,2024-04-03,"Union Street, The Borough",2024-04-03,"Hop Exchange, The Borough",3m 36s,216717,2024-04-03 11:54:00,2024-04-03 11:58:00
138304325,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Hop Exchange, The Borough",1s,1037,2024-04-03 11:23:00,2024-04-03 11:23:00
138303557,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Bankside Mix, Bankside",2m 48s,168445,2024-04-03 10:27:00,2024-04-03 10:30:00
138302656,2024-04-03,"Stamford Street, South Bank",2024-04-03,"Hop Exchange, The Borough",8m 9s,489875,2024-04-03 09:34:00,2024-04-03 09:42:00
138302527,2024-04-03,"Bankside Mix, Bankside",2024-04-03,"Hop Exchange, The Borough",2m 39s,159757,2024-04-03 09:28:00,2024-04-03 09:31:00
138302384,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Bankside Mix, Bankside",2m 13s,133338,2024-04-03 09:23:00,2024-04-03 09:26:00
138301983,2024-04-03,"Hop Exchange, The Borough",2024-04-03,"Hop Exchange, The Borough",3s,3584,2024-04-03 09:08:00,2024-04-03 09:08:00
138301669,2024-04-03,"Bankside Mix, Bankside",2024-04-03,"Bankside Mix, Bankside",33m 36s,2016261,2024-04-03 08:57:00,2024-04-03 09:31:00
138300020,2024-04-03,"New Kent Road, The Borough",2024-04-03,"Hop Exchange, The Borough",5m 44s,344289,2024-04-03 08:20:00,2024-04-03 08:26:00
138298835,2024-04-03,"Stamford Street, South Bank",2024-04-03,"Bankside Mix, Bankside",3m 29s,209109,2024-04-03 07:48:00,2024-04-03 07:51:00
138298099,2024-04-03,"Union Street, The Borough",2024-04-03,"Union Street, The Borough",14m 43s,883023,2024-04-03 07:18:00,2024-04-03 07:33:00
138297459,2024-04-03,"New Kent Road, The Borough",2024-04-03,"Hop Exchange, The Borough",4m 9s,249124,2024-04-03 06:32:00,2024-04-03 06:36:00
138296477,2024-04-02,"Bath Street, St. Luke's",2024-04-02,"Bath Street, St. Luke's",40m 39s,2439620,2024-04-02 22:18:00,2024-04-02 22:59:00
138296480,2024-04-02,"Bath Street, St. Luke's",2024-04-02,"Bethnal Green Road, Shoreditch",5m 21s,321566,2024-04-02 22:18:00,2024-04-02 22:24:00
138295004,2024-04-02,"Stamford Street, South Bank",2024-04-02,"Hop Exchange, The Borough",6m 3s,363018,2024-04-02 19:12:00,2024-04-02 19:18:00
138292575,2024-04-02,"Stamford Street, South Bank",2024-04-02,"Hop Exchange, The Borough",7m 25s,445043,2024-04-02 17:29:00,2024-04-02 17:36:00
138292453,2024-04-02,"Bethnal Green Road, Shoreditch",2024-04-02,"Hop Exchange, The Borough",18m 33s,1113546,2024-04-02 17:25:00,2024-04-02 17:44:00
138291921,2024-04-02,"Godliman Street, St. Paul's",2024-04-02,"Godliman Street, St. Paul's",3s,3923,2024-04-02 17:13:00,2024-04-02 17:13:00
138291772,2024-04-02,"Bankside Mix, Bankside",2024-04-02,"Hop Exchange, The Borough",2m 51s,171514,2024-04-02 17:09:00,2024-04-02 17:12:00
138291582,2024-04-02,"Warwick Row, Westminster",2024-04-02,"Warwick Row, Westminster",1h 25m 18s,5118392,2024-04-02 17:04:00,2024-04-02 18:29:00
138290995,2024-04-02,"Bankside Mix, Bankside",2024-04-02,"Hop Exchange, The Borough",2m 48s,168528,2024-04-02 16:44:00,2024-04-02 16:47:00
138289625,2024-04-02,"Union Street, The Borough",2024-04-02,"Union Street, The Borough",47s,47872,2024-04-02 15:42:00,2024-04-02 15:43:00
138289465,2024-04-02,"Godliman Street, St. Paul's",2024-04-02,"Hop Exchange, The Borough",17m 23s,1043665,2024-04-02 15:33:00,2024-04-02 15:50:00
138289467,2024-04-02,"Godliman Street, St. Paul's",2024-04-02,"Hop Exchange, The Borough",17m 10s,1030678,2024-04-02 15:33:00,2024-04-02 15:50:00
138288937,2024-04-02,"Bath Street, St. Luke's",2024-04-02,"Bath Street, St. Luke's",14m 21s,861813,2024-04-02 15:02:00,2024-04-02 15:16:00
138288517,2024-04-02,"Warwick Row, Westminster",2024-04-02,"Warwick Row, Westminster",1m 0s,60921,2024-04-02 14:38:00,2024-04-02 14:39:00
138288087,2024-04-02,"Stamford Street, South Bank",2024-04-02,"Hop Exchange, The Borough",8m 25s,505567,2024-04-02 14:16:00,2024-04-02 14:25:00
138287177,2024-04-02,"Bankside Mix, Bankside",2024-04-02,"Bankside Mix, Bankside",26m 11s,1571877,2024-04-02 13:22:00,2024-04-02 13:48:00
138286286,2024-04-02,"Bethnal Green Road, Shoreditch",2024-04-02,"Bethnal Green Road, Shoreditch",8m 10s,490010,2024-04-02 12:31:00,2024-04-02 12:39:00
138285735,2024-04-02,"Hop Exchange, The Borough",2024-04-02,"Hop Exchange, The Borough",15s,15529,2024-04-02 12:00:00,2024-04-02 12:00:00
138285728,2024-04-02,"Milroy Walk, South Bank",2024-04-02,"Stamford Street, South Bank",2m 10s,130868,2024-04-02 11:59:00,2024-04-02 12:01:00
138285563,2024-04-02,"Hop Exchange, The Borough",2024-04-02,"Bankside Mix, Bankside",3m 52s,232639,2024-04-02 11:49:00,2024-04-02 11:53:00
138284940,2024-04-02,"New Kent Road, The Borough",2024-04-02,"New Kent Road, The Borough",34s,34433,2024-04-02 11:05:00,2024-04-02 11:05:00
138284455,2024-04-02,"Hop Exchange, The Borough",2024-04-02,"Bankside Mix, Bankside",3m 33s,213847,2024-04-02 10:30:00,2024-04-02 10:34:00
138284102,2024-04-02,"Hop Exchange, The Borough",2024-04-02,"Bankside Mix, Bankside",2m 54s,174859,2024-04-02 10:07:00,2024-04-02 10:10:00
138284108,2024-04-02,"Union Street, The Borough",2024-04-02,"Union Street, The Borough",29s,29813,2024-04-02 10:07:00,2024-04-02 10:08:00
138282662,2024-04-02,"Godliman Street, St. Paul's",2024-04-02,"Godliman Street, St. Paul's",24s,24819,2024-04-02 09:00:00,2024-04-02 09:00:00
138280712,2024-04-02,"Milroy Walk, South Bank",2024-04-02,"Hop Exchange, The Borough",7m 2s,422129,2024-04-02 08:14:00,2024-04-02 08:21:00
138278534,2024-04-02,"New Kent Road, The Borough",2024-04-02,"Hop Exchange, The Borough",4m 39s,279930,2024-04-02 06:19:00,2024-04-02 06:24:00
138276694,2024-04-01,"Gower Place , Euston",2024-04-01,"Bath Street, St. Luke's",15m 4s,904152,2024-04-01 20:44:00,2024-04-01 20:59:00
138276675,2024-04-01,"Gower Place , Euston",2024-04-01,"Bath Street, St. Luke's",16m 17s,977398,2024-04-01 20:42:00,2024-04-01 20:59:00
138276354,2024-04-01,"Bath Street, St. Luke's",2024-04-01,"Bath Street, St. Luke's",41m 14s,2474127,2024-04-01 20:13:00,2024-04-01 20:55:00
138276130,2024-04-01,"Bethnal Green Road, Shoreditch",2024-04-01,"Bethnal Green Road, Shoreditch",5s,5157,2024-04-01 19:57:00,2024-04-01 19:57:00
138276133,2024-04-01,"Bethnal Green Road, Shoreditch",2024-04-01,"Bethnal Green Road, Shoreditch",3s,3157,2024-04-01 19:57:00,2024-04-01 19:57:00
138273125,2024-04-01,"Gower Place , Euston",2024-04-01,"Golden Lane, Barbican",17m 25s,1045430,2024-04-01 17:32:00,2024-04-01 17:49:00
138273106,2024-04-01,"Golden Lane, Barbican",2024-04-01,"Bath Street, St. Luke's",17m 18s,1038483,2024-04-01 17:31:00,2024-04-01 17:48:00
138271833,2024-04-01,"Bankside Mix, Bankside",2024-04-01,"Bankside Mix, Bankside",23s,23206,2024-04-01 16:37:00,2024-04-01 16:38:00
138271532,2024-04-01,"Bethnal Green Road, Shoreditch",2024-04-01,"Bethnal Green Road, Shoreditch",17m 35s,1055891,2024-04-01 16:24:00,2024-04-01 16:42:00
138270910,2024-04-01,"Tachbrook Street, Victoria",2024-04-01,"Tachbrook Street, Victoria",46m 58s,2818867,2024-04-01 16:00:00,2024-04-01 16:47:00
138270912,2024-04-01,"Tachbrook Street, Victoria",2024-04-01,"Tachbrook Street, Victoria",46m 54s,2814572,2024-04-01 16:00:00,2024-04-01 16:47:00
138270613,2024-04-01,"Scala Street, Fitzrovia",2024-04-01,"Stamford Street, South Bank",15m 8s,908145,2024-04-01 15:48:00,2024-04-01 16:03:00
138270256,2024-04-01,"Golden Lane, Barbican",2024-04-01,"Godliman Street, St. Paul's",7m 6s,426140,2024-04-01 15:35:00,2024-04-01 15:42:00
138268040,2024-04-01,"Godliman Street, St. Paul's",2024-04-01,"Hop Exchange, The Borough",28m 51s,1731410,2024-04-01 14:12:00,2024-04-01 14:41:00
138268037,2024-04-01,"Godliman Street, St. Paul's",2024-04-01,"Hop Exchange, The Borough",29m 46s,1786275,2024-04-01 14:12:00,2024-04-01 14:41:00
138267535,2024-04-01,"Milroy Walk, South Bank",2024-04-01,"Godliman Street, St. Paul's",6m 35s,395085,2024-04-01 13:51:00,2024-04-01 13:58:00
138267538,2024-04-01,"Milroy Walk, South Bank",2024-04-01,"Godliman Street, St. Paul's",6m 17s,377703,2024-04-01 13:51:00,2024-04-01 13:58:00
138266973,2024-04-01,"Bankside Mix, Bankside",2024-04-01,"Bankside Mix, Bankside",22m 31s,1351083,2024-04-01 13:30:00,2024-04-01 13:52:00
138266974,2024-04-01,"Bankside Mix, Bankside",2024-04-01,"Bankside Mix, Bankside",22m 26s,1346286,2024-04-01 13:30:00,2024-04-01 13:52:00
138266665,2024-04-01,"Golden Lane, Barbican",2024-04-01,"Golden Lane, Barbican",51m 44s,3104480,2024-04-01 13:18:00,2024-04-01 14:10:00
138266488,2024-04-01,"Hop Exchange, The Borough",2024-04-01,"Bankside Mix, Bankside",12m 18s,738471,2024-04-01 13:11:00,2024-04-01 13:23:00
138266460,2024-04-01,"Hop Exchange, The Borough",2024-04-01,"Bankside Mix, Bankside",13m 6s,786720,2024-04-01 13:10:00,2024-04-01 13:23:00
138263951,2024-04-01,"Hop Exchange, The Borough",2024-04-01,"Bankside Mix, Bankside",4m 22s,262400,2024-04-01 11:27:00,2024-04-01 11:31:00
138263251,2024-04-01,"Bankside Mix, Bankside",2024-04-01,"Hop Exchange, The Borough",2m 34s,154886,2024-04-01 10:52:00,2024-04-01 10:55:00
138263253,2024-04-01,"Bankside Mix, Bankside",2024-04-01,"Hop Exchange, The Borough",2m 31s,151246,2024-04-01 10:52:00,2024-04-01 10:55:00
138262282,2024-04-01,"Scala Street, Fitzrovia",2024-04-01,"Scala Street, Fitzrovia",1m 3s,63965,2024-04-01 09:55:00,2024-04-01 09:56:00
138262286,2024-04-01,"Scala Street, Fitzrovia",2024-04-01,"Scala Street, Fitzrovia",1m 7s,67376,2024-04-01 09:55:00,2024-04-01 09:56:00
138262287,2024-04-01,"Scala Street, Fitzrovia",2024-04-01,"Scala Street, Fitzrovia",40s,40145,2024-04-01 09:55:00,2024-04-01 09:56:00
138261338,2024-04-01,"Hop Exchange, The Borough",2024-04-01,"Hop Exchange, The Borough",1h 6m 43s,4003424,2024-04-01 08:02:00,2024-04-01 09:08:00
138959232,2024-04-30,"Bethnal Green Road, Shoreditch",2024-04-30,"Bethnal Green Road, Shoreditch",38s,38787,2024-04-30 22:39:00,2024-04-30 22:40:00
